w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_pctbpSaved,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_pctbpSaved
3.0,1.0,24.0,18.0,11.0,50.0,4.0,4.0,30.0,17.0,3.0,58.333333333333336
21.0,7.0,39.0,33.0,20.0,60.0,0.0,2.0,56.0,34.0,18.0,75.0
3.0,0.0,62.0,44.0,18.0,61.53846153846154,4.0,5.0,69.0,36.0,16.0,56.25
2.0,2.0,43.0,28.0,10.0,60.0,2.0,3.0,66.0,40.0,7.0,68.75
1.0,4.0,41.0,23.0,16.0,70.0,0.0,5.0,35.0,15.0,3.0,46.15384615384615
0.0,2.0,41.0,34.0,5.0,100.0,2.0,3.0,40.0,25.0,8.0,57.14285714285714
3.0,6.0,56.0,38.0,30.0,72.72727272727273,1.0,7.0,87.0,60.0,15.0,66.66666666666666
0.0,0.0,55.0,35.0,14.0,70.0,4.0,4.0,57.0,38.0,15.0,50.0
13.0,3.0,37.0,27.0,14.0,80.0,3.0,7.0,32.0,19.0,10.0,60.0
1.0,1.0,38.0,26.0,6.0,75.0,1.0,7.0,41.0,22.0,7.0,50.0
4.0,2.0,45.0,26.0,14.0,62.5,2.0,4.0,56.0,30.0,9.0,53.84615384615385
7.0,4.0,33.0,26.0,11.0,66.66666666666666,0.0,3.0,34.0,15.0,9.0,33.33333333333333
8.0,1.0,26.0,23.0,7.0,50.0,0.0,3.0,28.0,15.0,8.0,16.666666666666664
1.0,2.0,33.0,21.0,19.0,60.0,2.0,2.0,37.0,22.0,8.0,58.333333333333336
5.0,3.0,44.0,32.0,17.0,50.0,7.0,6.0,51.0,35.0,19.0,44.44444444444444
2.0,9.0,34.0,23.0,15.0,66.66666666666666,2.0,4.0,39.0,21.0,9.0,50.0
6.0,12.0,47.0,36.0,14.0,66.66666666666666,1.0,5.0,39.0,21.0,11.0,37.5
3.0,0.0,30.0,21.0,10.0,100.0,1.0,3.0,23.0,14.0,6.0,37.5
2.0,5.0,24.0,16.0,13.0,42.857142857142854,1.0,5.0,30.0,17.0,12.0,30.0
2.0,2.0,12.0,8.0,4.0,33.33333333333333,2.0,0.0,27.0,16.0,3.0,20.0
1.0,1.0,21.0,14.0,9.0,50.0,2.0,9.0,18.0,11.0,3.0,36.36363636363637
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2.0,2.0,36.0,24.0,14.0,50.0,0.0,6.0,33.0,18.0,12.0,28.57142857142857
5.0,5.0,63.0,43.0,25.0,73.68421052631578,4.0,3.0,58.0,40.0,22.0,64.28571428571429
3.0,2.0,78.0,46.0,6.0,45.45454545454545,0.0,4.0,42.0,21.0,12.0,10.0
2.0,0.0,41.0,25.0,10.0,50.0,1.0,2.0,48.0,23.0,10.0,45.45454545454545
4.0,6.0,50.0,38.0,12.0,40.0,2.0,5.0,56.0,38.0,17.0,61.53846153846154
1.0,9.0,58.0,34.0,27.0,72.72727272727273,12.0,5.0,46.0,34.0,10.0,28.57142857142857
0.0,1.0,50.0,32.0,11.0,20.0,6.0,6.0,54.0,37.0,9.0,45.45454545454545
0.0,6.0,27.0,20.0,15.0,71.42857142857143,0.0,7.0,31.0,18.0,6.0,37.5
5.0,4.0,34.0,28.0,14.0,100.0,1.0,8.0,24.0,15.0,11.0,50.0
2.0,4.0,38.0,24.0,15.0,28.57142857142857,1.0,1.0,44.0,24.0,13.0,14.285714285714285
5.0,9.0,55.0,38.0,24.0,65.0,0.0,7.0,71.0,42.0,20.0,25.0
9.0,7.0,63.0,43.0,24.0,75.0,1.0,12.0,86.0,55.0,23.0,66.66666666666666
0.0,3.0,37.0,22.0,3.0,33.33333333333333,0.0,4.0,39.0,16.0,8.0,33.33333333333333
0.0,3.0,50.0,33.0,15.0,25.0,1.0,5.0,32.0,17.0,16.0,42.857142857142854
3.0,5.0,50.0,27.0,19.0,57.14285714285714,0.0,5.0,53.0,30.0,25.0,64.70588235294117
3.0,3.0,36.0,25.0,13.0,0.0,2.0,4.0,50.0,29.0,9.0,50.0
0.0,8.0,58.0,33.0,18.0,33.33333333333333,6.0,3.0,49.0,30.0,16.0,55.00000000000001
3.0,3.0,37.0,25.0,18.0,50.0,4.0,2.0,47.0,30.0,10.0,33.33333333333333
8.0,10.0,63.0,42.0,18.0,63.1578947368421,2.0,5.0,53.0,29.0,22.0,46.15384615384615
2.0,4.0,54.0,39.0,17.0,72.72727272727273,3.0,9.0,41.0,28.0,14.0,40.0
0.0,0.0,34.0,21.0,11.0,66.66666666666666,1.0,4.0,33.0,17.0,5.0,40.0
8.0,6.0,52.0,34.0,23.0,57.14285714285714,2.0,8.0,72.0,44.0,15.0,56.25
2.0,3.0,44.0,27.0,8.0,54.54545454545454,0.0,4.0,56.0,26.0,12.0,30.0
1.0,3.0,27.0,21.0,16.0,33.33333333333333,9.0,7.0,29.0,17.0,12.0,50.0
5.0,1.0,33.0,25.0,14.0,66.66666666666666,1.0,3.0,34.0,18.0,12.0,42.857142857142854
4.0,4.0,54.0,37.0,10.0,90.0,1.0,1.0,36.0,24.0,11.0,42.857142857142854
2.0,1.0,45.0,29.0,17.0,75.0,2.0,4.0,35.0,23.0,18.0,25.0
3.0,5.0,56.0,32.0,23.0,50.0,11.0,9.0,86.0,52.0,12.0,61.111111111111114
3.0,3.0,60.0,37.0,22.0,37.5,2.0,5.0,71.0,43.0,11.0,46.15384615384615
0.0,6.0,35.0,25.0,15.0,33.33333333333333,2.0,3.0,31.0,14.0,6.0,28.57142857142857
6.0,4.0,62.0,45.0,28.0,70.0,12.0,4.0,71.0,50.0,25.0,81.81818181818183
3.0,7.0,57.0,36.0,11.0,68.75,3.0,3.0,53.0,30.0,6.0,53.333333333333336
4.0,0.0,39.0,28.0,12.0,80.0,1.0,4.0,30.0,18.0,11.0,28.57142857142857
0.0,2.0,39.0,26.0,22.0,50.0,5.0,2.0,43.0,34.0,8.0,57.14285714285714
1.0,2.0,45.0,31.0,9.0,66.66666666666666,1.0,4.0,36.0,17.0,6.0,44.44444444444444
2.0,1.0,54.0,32.0,9.0,28.57142857142857,5.0,3.0,41.0,24.0,13.0,14.285714285714285
3.0,5.0,32.0,24.0,14.0,66.66666666666666,5.0,4.0,41.0,26.0,9.0,50.0
1.0,1.0,40.0,28.0,13.0,33.33333333333333,2.0,3.0,59.0,30.0,17.0,50.0
1.0,2.0,26.0,19.0,22.0,66.66666666666666,1.0,5.0,43.0,26.0,10.0,50.0
0.0,5.0,73.0,44.0,13.0,60.0,3.0,6.0,49.0,31.0,18.0,12.5
1.0,6.0,37.0,20.0,9.0,54.54545454545454,1.0,4.0,25.0,9.0,7.0,33.33333333333333
3.0,4.0,58.0,41.0,13.0,42.857142857142854,0.0,6.0,70.0,40.0,22.0,54.54545454545454
2.0,1.0,30.0,22.0,9.0,50.0,0.0,5.0,30.0,14.0,4.0,28.57142857142857
5.0,4.0,56.0,39.0,16.0,28.57142857142857,2.0,3.0,60.0,41.0,18.0,50.0
0.0,3.0,61.0,40.0,11.0,70.0,4.0,8.0,51.0,38.0,8.0,50.0
0.0,2.0,51.0,35.0,12.0,60.0,5.0,5.0,45.0,30.0,11.0,37.5
0.0,1.0,40.0,25.0,9.0,33.33333333333333,2.0,1.0,37.0,19.0,6.0,40.0
4.0,7.0,30.0,23.0,9.0,50.0,0.0,4.0,20.0,6.0,1.0,14.285714285714285
2.0,2.0,22.0,17.0,14.0,50.0,1.0,3.0,31.0,18.0,7.0,64.28571428571429
12.0,2.0,57.0,41.0,11.0,50.0,6.0,8.0,49.0,31.0,15.0,66.66666666666666
3.0,2.0,46.0,31.0,5.0,50.0,5.0,5.0,31.0,19.0,11.0,50.0
0.0,1.0,43.0,31.0,1.0,100.0,1.0,1.0,32.0,15.0,2.0,50.0
1.0,5.0,58.0,37.0,10.0,60.0,2.0,4.0,57.0,30.0,19.0,50.0
0.0,2.0,59.0,33.0,7.0,50.0,2.0,4.0,45.0,25.0,13.0,64.28571428571429
1.0,3.0,44.0,29.0,13.0,62.5,2.0,3.0,36.0,23.0,15.0,42.857142857142854
4.0,3.0,33.0,28.0,6.0,0.0,0.0,10.0,51.0,31.0,14.0,60.0
0.0,2.0,90.0,48.0,4.0,58.82352941176471,2.0,3.0,72.0,29.0,13.0,54.54545454545454
1.0,9.0,51.0,34.0,10.0,53.84615384615385,4.0,8.0,35.0,20.0,20.0,40.0
2.0,4.0,53.0,37.0,14.0,75.0,2.0,3.0,51.0,31.0,7.0,55.55555555555556
1.0,1.0,48.0,32.0,11.0,66.66666666666666,1.0,5.0,45.0,27.0,13.0,58.333333333333336
5.0,2.0,41.0,27.0,26.0,63.63636363636363,1.0,3.0,69.0,45.0,14.0,50.0
4.0,1.0,36.0,25.0,11.0,50.0,2.0,5.0,38.0,24.0,5.0,63.63636363636363
0.0,1.0,50.0,29.0,4.0,66.66666666666666,2.0,3.0,20.0,9.0,2.0,33.33333333333333
0.0,5.0,62.0,35.0,13.0,36.36363636363637,0.0,4.0,58.0,33.0,14.0,28.57142857142857
9.0,3.0,56.0,41.0,13.0,58.333333333333336,4.0,3.0,65.0,42.0,15.0,62.5
2.0,4.0,45.0,32.0,11.0,33.33333333333333,3.0,5.0,61.0,37.0,9.0,50.0
1.0,4.0,28.0,22.0,5.0,66.66666666666666,0.0,5.0,19.0,8.0,4.0,33.33333333333333
3.0,6.0,30.0,24.0,7.0,40.0,0.0,2.0,49.0,27.0,8.0,57.14285714285714
6.0,3.0,22.0,15.0,16.0,100.0,1.0,1.0,25.0,10.0,1.0,28.57142857142857
5.0,1.0,36.0,22.0,15.0,71.42857142857143,1.0,11.0,34.0,19.0,12.0,40.0
1.0,3.0,23.0,15.0,12.0,0.0,0.0,5.0,27.0,11.0,5.0,50.0
7.0,6.0,63.0,49.0,19.0,66.66666666666666,5.0,6.0,73.0,50.0,23.0,82.35294117647058
1.0,5.0,69.0,43.0,15.0,75.0,1.0,6.0,44.0,25.0,10.0,36.36363636363637
0.0,2.0,72.0,41.0,3.0,42.857142857142854,0.0,3.0,42.0,22.0,6.0,45.45454545454545
4.0,4.0,41.0,29.0,13.0,57.14285714285714,4.0,2.0,45.0,28.0,11.0,44.44444444444444
13.0,6.0,36.0,30.0,14.0,100.0,3.0,4.0,34.0,23.0,12.0,25.0
1.0,0.0,39.0,22.0,21.0,72.72727272727273,0.0,6.0,39.0,22.0,6.0,37.5
5.0,3.0,41.0,25.0,14.0,72.72727272727273,0.0,5.0,41.0,17.0,5.0,36.36363636363637
4.0,3.0,41.0,31.0,11.0,25.0,0.0,4.0,53.0,34.0,9.0,44.44444444444444
4.0,1.0,32.0,27.0,9.0,66.66666666666666,7.0,6.0,36.0,23.0,7.0,50.0
1.0,3.0,35.0,22.0,19.0,76.92307692307693,1.0,1.0,42.0,21.0,15.0,50.0
8.0,5.0,60.0,39.0,20.0,33.33333333333333,3.0,3.0,93.0,53.0,16.0,76.19047619047619
3.0,9.0,41.0,25.0,20.0,22.22222222222222,8.0,12.0,61.0,35.0,28.0,46.666666666666664
1.0,0.0,32.0,21.0,11.0,75.0,0.0,4.0,21.0,6.0,12.0,22.22222222222222
1.0,5.0,50.0,31.0,23.0,44.44444444444444,3.0,5.0,44.0,25.0,17.0,22.22222222222222
6.0,5.0,76.0,51.0,15.0,62.5,3.0,9.0,54.0,38.0,22.0,60.0
0.0,2.0,87.0,54.0,14.0,77.77777777777779,3.0,2.0,89.0,51.0,11.0,66.66666666666666
3.0,2.0,19.0,15.0,14.0,,0.0,4.0,34.0,19.0,5.0,16.666666666666664
2.0,8.0,57.0,41.0,17.0,0.0,2.0,3.0,64.0,40.0,22.0,44.44444444444444
0.0,6.0,46.0,28.0,16.0,55.55555555555556,2.0,9.0,46.0,24.0,22.0,54.54545454545454
4.0,3.0,32.0,25.0,12.0,80.0,0.0,1.0,27.0,17.0,6.0,33.33333333333333
4.0,3.0,41.0,33.0,10.0,60.0,2.0,3.0,45.0,27.0,7.0,20.0
1.0,1.0,30.0,18.0,19.0,40.0,1.0,4.0,46.0,22.0,11.0,50.0
1.0,4.0,41.0,31.0,14.0,75.0,5.0,1.0,51.0,31.0,12.0,66.66666666666666
1.0,7.0,66.0,44.0,23.0,42.857142857142854,4.0,10.0,82.0,46.0,21.0,64.70588235294117
0.0,1.0,42.0,28.0,10.0,60.0,0.0,4.0,37.0,19.0,4.0,28.57142857142857
0.0,0.0,29.0,19.0,6.0,50.0,0.0,0.0,45.0,17.0,6.0,50.0
1.0,5.0,61.0,35.0,17.0,58.82352941176471,5.0,3.0,56.0,31.0,19.0,53.333333333333336
0.0,1.0,49.0,27.0,7.0,40.0,0.0,3.0,68.0,29.0,15.0,52.94117647058824
1.0,2.0,69.0,44.0,19.0,50.0,1.0,7.0,60.0,38.0,23.0,57.14285714285714
0.0,3.0,28.0,17.0,17.0,100.0,1.0,3.0,21.0,10.0,9.0,61.53846153846154
3.0,3.0,37.0,25.0,10.0,50.0,0.0,0.0,39.0,20.0,9.0,16.666666666666664
1.0,2.0,30.0,18.0,14.0,33.33333333333333,0.0,8.0,22.0,11.0,1.0,45.45454545454545
1.0,1.0,30.0,23.0,11.0,100.0,0.0,1.0,32.0,14.0,6.0,63.63636363636363
2.0,4.0,49.0,35.0,24.0,64.28571428571429,1.0,3.0,52.0,33.0,17.0,53.84615384615385
2.0,4.0,27.0,23.0,11.0,75.0,2.0,3.0,27.0,16.0,8.0,28.57142857142857
7.0,3.0,63.0,42.0,16.0,66.66666666666666,0.0,9.0,52.0,28.0,21.0,46.666666666666664
0.0,1.0,36.0,26.0,7.0,71.42857142857143,1.0,3.0,35.0,14.0,5.0,33.33333333333333
2.0,3.0,47.0,34.0,9.0,33.33333333333333,1.0,2.0,41.0,28.0,14.0,69.23076923076923
3.0,3.0,76.0,48.0,17.0,54.54545454545454,0.0,6.0,79.0,44.0,21.0,72.22222222222221
0.0,3.0,39.0,28.0,5.0,33.33333333333333,5.0,4.0,31.0,17.0,10.0,37.5
2.0,2.0,28.0,24.0,3.0,0.0,0.0,1.0,28.0,10.0,5.0,50.0
0.0,4.0,50.0,29.0,16.0,45.45454545454545,7.0,6.0,37.0,20.0,12.0,33.33333333333333
1.0,5.0,55.0,33.0,17.0,40.0,2.0,13.0,68.0,39.0,17.0,64.0
6.0,2.0,39.0,28.0,12.0,33.33333333333333,4.0,3.0,36.0,25.0,10.0,40.0
2.0,4.0,30.0,24.0,10.0,50.0,2.0,1.0,43.0,22.0,17.0,37.5
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
9.0,9.0,79.0,48.0,14.0,62.5,0.0,3.0,53.0,27.0,15.0,25.0
3.0,8.0,58.0,36.0,20.0,50.0,5.0,3.0,58.0,29.0,16.0,38.46153846153847
3.0,6.0,50.0,36.0,20.0,50.0,4.0,5.0,41.0,24.0,18.0,40.0
4.0,4.0,70.0,42.0,14.0,69.23076923076923,6.0,7.0,64.0,36.0,13.0,53.84615384615385
3.0,1.0,33.0,24.0,7.0,50.0,0.0,5.0,37.0,15.0,7.0,58.333333333333336
0.0,5.0,49.0,35.0,19.0,57.14285714285714,2.0,1.0,38.0,24.0,10.0,33.33333333333333
0.0,1.0,35.0,19.0,16.0,0.0,0.0,4.0,41.0,22.0,6.0,40.0
4.0,5.0,50.0,36.0,12.0,57.14285714285714,3.0,7.0,41.0,28.0,9.0,50.0
0.0,1.0,23.0,19.0,6.0,,0.0,4.0,13.0,3.0,6.0,25.0
7.0,3.0,39.0,27.0,18.0,83.33333333333334,1.0,3.0,39.0,22.0,11.0,33.33333333333333
3.0,2.0,26.0,15.0,10.0,25.0,0.0,2.0,38.0,19.0,4.0,46.15384615384615
4.0,1.0,53.0,33.0,11.0,50.0,4.0,6.0,60.0,39.0,8.0,40.0
0.0,11.0,23.0,15.0,10.0,0.0,0.0,5.0,32.0,13.0,10.0,0.0
6.0,4.0,50.0,34.0,30.0,63.63636363636363,4.0,8.0,57.0,36.0,12.0,50.0
0.0,6.0,36.0,20.0,24.0,25.0,1.0,5.0,33.0,21.0,15.0,28.57142857142857
1.0,5.0,58.0,39.0,12.0,0.0,0.0,6.0,77.0,38.0,12.0,20.0
1.0,6.0,44.0,31.0,10.0,71.42857142857143,5.0,5.0,28.0,21.0,13.0,60.0
0.0,3.0,43.0,25.0,8.0,57.14285714285714,0.0,7.0,28.0,15.0,3.0,25.0
2.0,2.0,30.0,21.0,9.0,100.0,1.0,1.0,20.0,8.0,10.0,40.0
4.0,5.0,71.0,49.0,16.0,54.54545454545454,2.0,3.0,49.0,33.0,14.0,40.0
6.0,5.0,31.0,25.0,14.0,83.33333333333334,5.0,5.0,32.0,22.0,13.0,60.0
3.0,2.0,35.0,25.0,7.0,33.33333333333333,0.0,0.0,38.0,17.0,3.0,50.0
3.0,3.0,58.0,37.0,13.0,58.333333333333336,3.0,11.0,56.0,33.0,18.0,53.84615384615385
0.0,2.0,67.0,39.0,11.0,50.0,5.0,5.0,55.0,38.0,13.0,57.14285714285714
1.0,2.0,29.0,17.0,14.0,77.77777777777779,0.0,4.0,25.0,15.0,6.0,63.63636363636363
1.0,0.0,25.0,17.0,9.0,66.66666666666666,1.0,0.0,26.0,12.0,2.0,14.285714285714285
1.0,3.0,37.0,19.0,13.0,50.0,0.0,1.0,60.0,29.0,8.0,62.5
4.0,1.0,61.0,41.0,19.0,66.66666666666666,6.0,3.0,68.0,38.0,18.0,66.66666666666666
4.0,2.0,62.0,36.0,9.0,66.66666666666666,1.0,1.0,58.0,33.0,16.0,50.0
4.0,0.0,61.0,34.0,13.0,50.0,1.0,4.0,47.0,23.0,12.0,64.28571428571429
0.0,0.0,62.0,34.0,11.0,66.66666666666666,0.0,2.0,36.0,20.0,5.0,44.44444444444444
4.0,6.0,54.0,35.0,17.0,50.0,2.0,4.0,63.0,34.0,8.0,42.857142857142854
10.0,3.0,46.0,34.0,15.0,100.0,2.0,1.0,48.0,31.0,6.0,0.0
1.0,2.0,38.0,27.0,13.0,50.0,4.0,4.0,37.0,24.0,5.0,58.333333333333336
1.0,2.0,37.0,25.0,8.0,25.0,0.0,3.0,35.0,17.0,3.0,14.285714285714285
1.0,2.0,46.0,27.0,14.0,75.0,2.0,2.0,52.0,25.0,6.0,57.14285714285714
2.0,1.0,37.0,26.0,10.0,100.0,3.0,4.0,50.0,31.0,9.0,71.42857142857143
2.0,3.0,57.0,34.0,19.0,36.36363636363637,3.0,5.0,64.0,36.0,14.0,40.0
0.0,0.0,40.0,21.0,14.0,71.42857142857143,0.0,2.0,44.0,21.0,11.0,14.285714285714285
4.0,5.0,50.0,26.0,15.0,45.45454545454545,2.0,6.0,48.0,28.0,7.0,36.36363636363637
1.0,7.0,39.0,25.0,13.0,50.0,0.0,4.0,50.0,26.0,8.0,37.5
4.0,4.0,43.0,29.0,18.0,33.33333333333333,2.0,1.0,43.0,26.0,17.0,57.14285714285714
4.0,1.0,36.0,27.0,5.0,100.0,0.0,1.0,25.0,11.0,6.0,16.666666666666664
3.0,1.0,38.0,25.0,14.0,71.42857142857143,0.0,1.0,57.0,26.0,4.0,37.5
0.0,2.0,34.0,20.0,15.0,70.0,0.0,5.0,31.0,16.0,11.0,50.0
10.0,2.0,37.0,31.0,13.0,100.0,2.0,7.0,41.0,23.0,12.0,62.5
0.0,1.0,63.0,45.0,9.0,60.0,1.0,7.0,44.0,34.0,13.0,25.0
3.0,4.0,74.0,45.0,24.0,66.66666666666666,3.0,3.0,66.0,42.0,11.0,33.33333333333333
0.0,0.0,80.0,38.0,8.0,9.090909090909092,1.0,8.0,60.0,31.0,15.0,44.44444444444444
6.0,3.0,45.0,31.0,10.0,33.33333333333333,0.0,3.0,43.0,26.0,12.0,66.66666666666666
0.0,3.0,54.0,32.0,14.0,58.333333333333336,3.0,7.0,44.0,23.0,17.0,40.0
0.0,2.0,47.0,30.0,14.0,70.0,0.0,1.0,57.0,25.0,11.0,58.333333333333336
1.0,0.0,31.0,24.0,11.0,66.66666666666666,0.0,9.0,30.0,18.0,11.0,55.55555555555556
3.0,2.0,82.0,52.0,10.0,68.75,3.0,6.0,54.0,30.0,19.0,46.666666666666664
0.0,0.0,53.0,30.0,13.0,60.0,0.0,4.0,56.0,27.0,11.0,57.14285714285714
4.0,5.0,83.0,49.0,22.0,60.0,3.0,3.0,68.0,47.0,15.0,57.14285714285714
1.0,3.0,50.0,31.0,9.0,69.23076923076923,3.0,4.0,46.0,23.0,10.0,40.0
2.0,2.0,45.0,33.0,11.0,75.0,4.0,2.0,33.0,22.0,8.0,50.0
2.0,4.0,34.0,27.0,6.0,50.0,0.0,5.0,39.0,19.0,1.0,45.45454545454545
0.0,3.0,41.0,29.0,2.0,57.14285714285714,1.0,1.0,30.0,13.0,9.0,0.0
2.0,5.0,55.0,37.0,17.0,68.75,2.0,6.0,61.0,35.0,23.0,30.76923076923077
4.0,5.0,68.0,45.0,13.0,66.66666666666666,4.0,3.0,72.0,45.0,14.0,64.28571428571429
0.0,1.0,90.0,53.0,6.0,58.333333333333336,3.0,1.0,48.0,29.0,16.0,44.44444444444444
4.0,0.0,24.0,19.0,7.0,50.0,1.0,6.0,17.0,8.0,4.0,25.0
2.0,1.0,35.0,26.0,9.0,71.42857142857143,2.0,4.0,37.0,21.0,1.0,37.5
3.0,1.0,27.0,24.0,13.0,0.0,3.0,2.0,34.0,16.0,14.0,20.0
2.0,2.0,97.0,56.0,10.0,64.28571428571429,0.0,8.0,52.0,33.0,20.0,38.46153846153847
2.0,1.0,46.0,28.0,12.0,63.63636363636363,2.0,2.0,60.0,32.0,9.0,57.14285714285714
2.0,1.0,26.0,21.0,7.0,,4.0,3.0,37.0,16.0,11.0,58.333333333333336
2.0,6.0,59.0,42.0,18.0,66.66666666666666,0.0,2.0,83.0,48.0,6.0,46.15384615384615
0.0,0.0,33.0,21.0,8.0,0.0,1.0,5.0,17.0,7.0,5.0,0.0
4.0,5.0,43.0,30.0,7.0,57.14285714285714,0.0,3.0,50.0,26.0,13.0,37.5
2.0,4.0,24.0,22.0,7.0,100.0,1.0,4.0,22.0,9.0,6.0,40.0
3.0,1.0,32.0,18.0,10.0,0.0,2.0,6.0,38.0,19.0,8.0,40.0
2.0,5.0,72.0,43.0,20.0,66.66666666666666,1.0,5.0,70.0,35.0,16.0,55.00000000000001
5.0,3.0,86.0,52.0,21.0,68.75,5.0,9.0,50.0,30.0,19.0,50.0
0.0,2.0,24.0,21.0,8.0,,2.0,2.0,26.0,16.0,5.0,58.333333333333336
2.0,3.0,38.0,30.0,13.0,75.0,3.0,2.0,48.0,32.0,9.0,50.0
3.0,5.0,74.0,47.0,21.0,44.44444444444444,2.0,1.0,69.0,41.0,20.0,50.0
2.0,2.0,30.0,25.0,14.0,100.0,10.0,3.0,48.0,31.0,8.0,76.92307692307693
2.0,0.0,33.0,23.0,10.0,0.0,0.0,3.0,28.0,20.0,8.0,20.0
3.0,4.0,39.0,28.0,11.0,50.0,0.0,1.0,35.0,19.0,9.0,63.63636363636363
10.0,7.0,53.0,38.0,19.0,37.5,5.0,8.0,59.0,41.0,23.0,60.0
0.0,0.0,33.0,23.0,19.0,100.0,1.0,1.0,30.0,23.0,10.0,0.0
3.0,2.0,53.0,33.0,9.0,61.53846153846154,0.0,5.0,37.0,22.0,7.0,46.15384615384615
3.0,0.0,58.0,36.0,5.0,75.0,2.0,4.0,40.0,22.0,19.0,44.44444444444444
5.0,2.0,28.0,24.0,9.0,,0.0,2.0,43.0,21.0,5.0,60.0
1.0,5.0,50.0,33.0,19.0,75.0,1.0,5.0,35.0,21.0,12.0,64.28571428571429
9.0,3.0,36.0,28.0,12.0,60.0,4.0,3.0,36.0,19.0,9.0,33.33333333333333
2.0,6.0,42.0,28.0,10.0,57.14285714285714,0.0,3.0,47.0,24.0,12.0,64.28571428571429
3.0,2.0,36.0,27.0,10.0,33.33333333333333,1.0,1.0,38.0,21.0,8.0,28.57142857142857
5.0,3.0,57.0,39.0,16.0,81.81818181818183,2.0,0.0,55.0,36.0,10.0,66.66666666666666
4.0,2.0,48.0,31.0,15.0,70.0,0.0,1.0,42.0,20.0,12.0,61.111111111111114
4.0,8.0,47.0,35.0,13.0,42.857142857142854,1.0,3.0,62.0,39.0,4.0,22.22222222222222
0.0,2.0,50.0,38.0,6.0,83.33333333333334,1.0,1.0,44.0,25.0,6.0,20.0
0.0,1.0,86.0,50.0,26.0,66.66666666666666,5.0,2.0,86.0,55.0,15.0,45.45454545454545
0.0,0.0,38.0,24.0,14.0,83.33333333333334,2.0,4.0,31.0,17.0,6.0,37.5
5.0,9.0,43.0,34.0,8.0,25.0,5.0,5.0,40.0,28.0,17.0,63.63636363636363
4.0,4.0,54.0,36.0,14.0,72.72727272727273,3.0,4.0,52.0,39.0,8.0,50.0
17.0,6.0,48.0,37.0,16.0,20.0,1.0,8.0,46.0,28.0,17.0,54.54545454545454
3.0,7.0,60.0,39.0,11.0,60.0,0.0,2.0,45.0,31.0,12.0,40.0
2.0,2.0,34.0,27.0,9.0,,4.0,4.0,35.0,21.0,12.0,40.0
0.0,2.0,22.0,14.0,17.0,60.0,0.0,5.0,18.0,9.0,6.0,14.285714285714285
3.0,1.0,40.0,29.0,15.0,100.0,7.0,0.0,46.0,33.0,15.0,85.71428571428571
4.0,1.0,44.0,28.0,12.0,25.0,2.0,3.0,41.0,23.0,10.0,50.0
2.0,1.0,37.0,20.0,15.0,25.0,1.0,2.0,45.0,25.0,10.0,50.0
0.0,3.0,50.0,35.0,17.0,75.0,3.0,1.0,37.0,29.0,11.0,50.0
1.0,1.0,35.0,25.0,10.0,100.0,0.0,5.0,23.0,13.0,7.0,50.0
3.0,0.0,20.0,19.0,10.0,100.0,0.0,0.0,32.0,14.0,6.0,16.666666666666664
7.0,3.0,51.0,36.0,21.0,77.77777777777779,5.0,3.0,51.0,33.0,11.0,33.33333333333333
3.0,1.0,40.0,28.0,18.0,33.33333333333333,3.0,7.0,54.0,34.0,22.0,75.0
5.0,1.0,23.0,20.0,8.0,,5.0,2.0,34.0,16.0,8.0,37.5
5.0,3.0,31.0,19.0,16.0,66.66666666666666,0.0,2.0,25.0,16.0,4.0,16.666666666666664
2.0,2.0,63.0,42.0,22.0,66.66666666666666,3.0,1.0,41.0,26.0,20.0,37.5
4.0,1.0,41.0,27.0,12.0,60.0,4.0,3.0,38.0,25.0,8.0,58.333333333333336
6.0,3.0,35.0,29.0,18.0,66.66666666666666,2.0,5.0,45.0,31.0,11.0,57.14285714285714
5.0,4.0,25.0,15.0,13.0,66.66666666666666,0.0,2.0,47.0,19.0,1.0,45.45454545454545
3.0,3.0,64.0,39.0,24.0,66.66666666666666,4.0,7.0,62.0,40.0,18.0,50.0
6.0,13.0,50.0,37.0,19.0,33.33333333333333,2.0,9.0,56.0,38.0,18.0,75.0
1.0,3.0,46.0,32.0,22.0,60.0,5.0,6.0,50.0,36.0,22.0,73.33333333333333
7.0,2.0,42.0,31.0,9.0,100.0,0.0,3.0,39.0,20.0,4.0,50.0
8.0,5.0,42.0,30.0,12.0,60.0,2.0,2.0,29.0,16.0,11.0,0.0
1.0,3.0,35.0,21.0,10.0,62.5,4.0,2.0,33.0,15.0,5.0,36.36363636363637
5.0,1.0,38.0,27.0,12.0,33.33333333333333,1.0,6.0,26.0,17.0,14.0,20.0
0.0,0.0,78.0,46.0,3.0,69.23076923076923,9.0,4.0,56.0,32.0,21.0,64.70588235294117
8.0,5.0,37.0,25.0,19.0,62.5,0.0,4.0,33.0,19.0,10.0,44.44444444444444
3.0,2.0,31.0,22.0,9.0,50.0,2.0,1.0,34.0,15.0,4.0,33.33333333333333
3.0,0.0,33.0,25.0,14.0,0.0,1.0,6.0,25.0,14.0,20.0,42.857142857142854
