w_ace,w_df,w_1stIn,w_1stWon,w_2ndWon,w_pctbpSaved,l_ace,l_df,l_1stIn,l_1stWon,l_2ndWon,l_pctbpSaved
5.0,10.0,78.0,51.0,18.0,66.66666666666666,3.0,7.0,65.0,43.0,21.0,64.70588235294117
1.0,2.0,39.0,24.0,12.0,50.0,0.0,3.0,49.0,27.0,7.0,57.14285714285714
3.0,2.0,36.0,28.0,11.0,80.0,5.0,3.0,29.0,18.0,8.0,42.857142857142854
6.0,1.0,24.0,23.0,5.0,,1.0,5.0,30.0,14.0,8.0,58.333333333333336
8.0,6.0,33.0,24.0,20.0,40.0,4.0,3.0,45.0,30.0,8.0,20.0
1.0,1.0,27.0,15.0,11.0,80.0,0.0,2.0,34.0,13.0,2.0,41.66666666666667
1.0,3.0,39.0,24.0,12.0,60.0,2.0,2.0,42.0,22.0,10.0,45.45454545454545
3.0,1.0,57.0,38.0,23.0,66.66666666666666,2.0,3.0,49.0,30.0,18.0,44.44444444444444
5.0,7.0,41.0,30.0,6.0,75.0,2.0,3.0,45.0,23.0,6.0,45.45454545454545
1.0,6.0,79.0,46.0,16.0,33.33333333333333,1.0,5.0,73.0,39.0,18.0,27.27272727272727
3.0,0.0,37.0,23.0,15.0,16.666666666666664,2.0,1.0,47.0,22.0,12.0,41.66666666666667
5.0,0.0,27.0,24.0,10.0,100.0,0.0,4.0,36.0,23.0,4.0,42.857142857142854
2.0,4.0,79.0,49.0,16.0,72.72727272727273,0.0,5.0,70.0,34.0,16.0,58.82352941176471
2.0,3.0,54.0,33.0,15.0,75.0,1.0,4.0,25.0,17.0,11.0,33.33333333333333
1.0,4.0,54.0,30.0,23.0,50.0,1.0,5.0,58.0,31.0,14.0,40.0
2.0,8.0,37.0,27.0,10.0,25.0,0.0,2.0,42.0,23.0,12.0,37.5
3.0,1.0,49.0,33.0,15.0,55.55555555555556,0.0,2.0,60.0,31.0,12.0,36.36363636363637
1.0,5.0,34.0,21.0,18.0,33.33333333333333,5.0,7.0,37.0,23.0,18.0,62.5
2.0,2.0,40.0,27.0,15.0,50.0,4.0,7.0,39.0,23.0,20.0,44.44444444444444
6.0,2.0,28.0,23.0,13.0,100.0,0.0,3.0,24.0,14.0,6.0,33.33333333333333
2.0,4.0,31.0,24.0,16.0,60.0,1.0,1.0,43.0,21.0,8.0,50.0
3.0,2.0,37.0,25.0,12.0,66.66666666666666,2.0,0.0,41.0,25.0,4.0,0.0
0.0,0.0,54.0,31.0,17.0,63.63636363636363,5.0,3.0,56.0,28.0,18.0,57.14285714285714
3.0,1.0,25.0,17.0,10.0,0.0,2.0,2.0,25.0,8.0,12.0,40.0
6.0,5.0,46.0,35.0,18.0,75.0,1.0,1.0,41.0,28.0,14.0,20.0
8.0,2.0,29.0,19.0,11.0,50.0,4.0,1.0,49.0,23.0,7.0,40.0
0.0,3.0,40.0,29.0,8.0,77.77777777777779,0.0,5.0,32.0,14.0,4.0,40.0
6.0,4.0,61.0,49.0,18.0,20.0,5.0,4.0,60.0,40.0,22.0,42.857142857142854
1.0,2.0,35.0,20.0,13.0,71.42857142857143,1.0,0.0,31.0,13.0,3.0,14.285714285714285
8.0,0.0,20.0,19.0,9.0,,1.0,2.0,31.0,15.0,7.0,50.0
3.0,2.0,35.0,24.0,7.0,40.0,0.0,6.0,37.0,18.0,9.0,60.0
1.0,0.0,43.0,29.0,16.0,33.33333333333333,0.0,5.0,73.0,40.0,10.0,46.666666666666664
2.0,9.0,55.0,32.0,8.0,50.0,0.0,3.0,68.0,32.0,15.0,40.0
3.0,3.0,26.0,18.0,8.0,25.0,0.0,4.0,40.0,23.0,6.0,25.0
1.0,0.0,36.0,25.0,9.0,83.33333333333334,0.0,2.0,28.0,9.0,3.0,40.0
11.0,2.0,30.0,28.0,8.0,,3.0,5.0,37.0,22.0,11.0,62.5
4.0,0.0,48.0,31.0,10.0,40.0,0.0,2.0,48.0,25.0,10.0,60.0
6.0,1.0,35.0,30.0,10.0,66.66666666666666,2.0,2.0,36.0,22.0,12.0,62.5
8.0,5.0,60.0,45.0,15.0,62.5,8.0,6.0,70.0,45.0,17.0,53.84615384615385
1.0,3.0,30.0,24.0,13.0,0.0,4.0,2.0,43.0,29.0,11.0,66.66666666666666
1.0,3.0,41.0,25.0,16.0,50.0,1.0,3.0,40.0,18.0,13.0,50.0
1.0,1.0,38.0,27.0,22.0,71.42857142857143,1.0,2.0,50.0,30.0,9.0,55.55555555555556
0.0,2.0,40.0,29.0,11.0,66.66666666666666,0.0,7.0,38.0,29.0,9.0,50.0
18.0,4.0,52.0,40.0,20.0,77.77777777777779,1.0,5.0,72.0,46.0,15.0,80.0
3.0,1.0,24.0,22.0,10.0,,4.0,4.0,28.0,16.0,13.0,55.55555555555556
2.0,1.0,33.0,23.0,6.0,,1.0,0.0,26.0,11.0,7.0,54.54545454545454
3.0,1.0,57.0,35.0,5.0,62.5,1.0,3.0,21.0,12.0,7.0,36.36363636363637
7.0,7.0,37.0,31.0,11.0,0.0,5.0,6.0,35.0,23.0,16.0,50.0
0.0,2.0,28.0,19.0,11.0,33.33333333333333,2.0,0.0,47.0,27.0,7.0,58.333333333333336
1.0,2.0,62.0,43.0,19.0,71.42857142857143,5.0,4.0,53.0,40.0,14.0,20.0
6.0,10.0,64.0,42.0,21.0,57.14285714285714,0.0,6.0,79.0,49.0,10.0,64.28571428571429
1.0,5.0,79.0,50.0,9.0,33.33333333333333,0.0,2.0,56.0,34.0,14.0,33.33333333333333
4.0,1.0,13.0,10.0,4.0,,0.0,3.0,13.0,6.0,6.0,80.0
0.0,2.0,73.0,48.0,18.0,66.66666666666666,0.0,3.0,72.0,41.0,11.0,58.333333333333336
0.0,3.0,35.0,28.0,3.0,100.0,0.0,5.0,51.0,23.0,8.0,68.75
0.0,9.0,50.0,29.0,12.0,41.66666666666667,2.0,8.0,52.0,30.0,15.0,25.0
4.0,1.0,31.0,27.0,11.0,100.0,3.0,2.0,33.0,22.0,7.0,25.0
0.0,5.0,59.0,34.0,9.0,50.0,1.0,9.0,52.0,25.0,21.0,68.18181818181817
8.0,2.0,67.0,40.0,12.0,76.47058823529412,2.0,3.0,38.0,18.0,10.0,53.84615384615385
0.0,0.0,61.0,36.0,11.0,54.54545454545454,1.0,1.0,49.0,25.0,12.0,30.0
0.0,2.0,49.0,27.0,7.0,70.0,1.0,8.0,48.0,27.0,7.0,50.0
2.0,7.0,60.0,33.0,15.0,81.25,1.0,6.0,33.0,16.0,8.0,60.0
0.0,9.0,43.0,33.0,10.0,66.66666666666666,2.0,7.0,39.0,25.0,11.0,50.0
5.0,2.0,38.0,26.0,18.0,75.0,1.0,3.0,44.0,29.0,10.0,40.0
5.0,5.0,43.0,31.0,15.0,66.66666666666666,1.0,8.0,56.0,37.0,14.0,68.42105263157895
1.0,3.0,63.0,38.0,12.0,80.0,2.0,3.0,41.0,26.0,16.0,25.0
1.0,6.0,48.0,33.0,15.0,64.28571428571429,1.0,6.0,65.0,36.0,12.0,36.36363636363637
1.0,4.0,50.0,28.0,13.0,28.57142857142857,5.0,4.0,52.0,29.0,19.0,62.5
3.0,4.0,64.0,42.0,17.0,63.63636363636363,6.0,5.0,43.0,32.0,20.0,33.33333333333333
1.0,5.0,54.0,32.0,10.0,44.44444444444444,1.0,14.0,37.0,20.0,9.0,36.36363636363637
1.0,0.0,29.0,21.0,12.0,100.0,0.0,4.0,19.0,8.0,8.0,16.666666666666664
2.0,7.0,51.0,30.0,10.0,42.857142857142854,1.0,7.0,37.0,20.0,9.0,25.0
0.0,2.0,44.0,24.0,8.0,28.57142857142857,0.0,1.0,47.0,21.0,6.0,27.27272727272727
1.0,4.0,32.0,24.0,9.0,0.0,3.0,2.0,34.0,17.0,19.0,61.53846153846154
1.0,2.0,27.0,16.0,16.0,70.0,0.0,9.0,32.0,16.0,9.0,46.15384615384615
1.0,5.0,60.0,36.0,13.0,68.75,2.0,5.0,34.0,20.0,15.0,45.45454545454545
2.0,7.0,52.0,27.0,21.0,56.25,1.0,2.0,64.0,30.0,17.0,47.368421052631575
8.0,7.0,46.0,34.0,15.0,0.0,1.0,7.0,74.0,48.0,20.0,77.77777777777779
8.0,5.0,45.0,34.0,13.0,57.14285714285714,1.0,3.0,29.0,20.0,17.0,0.0
2.0,0.0,33.0,23.0,10.0,,1.0,5.0,22.0,13.0,9.0,33.33333333333333
1.0,3.0,53.0,30.0,19.0,75.0,1.0,5.0,36.0,23.0,8.0,0.0
0.0,3.0,55.0,35.0,14.0,50.0,4.0,3.0,68.0,36.0,19.0,41.66666666666667
2.0,5.0,39.0,23.0,9.0,62.5,0.0,2.0,18.0,3.0,5.0,0.0
10.0,4.0,60.0,37.0,18.0,66.66666666666666,1.0,6.0,56.0,32.0,18.0,30.0
5.0,1.0,31.0,24.0,6.0,50.0,0.0,2.0,37.0,16.0,7.0,40.0
3.0,1.0,61.0,42.0,12.0,33.33333333333333,2.0,2.0,47.0,28.0,14.0,20.0
4.0,4.0,66.0,41.0,13.0,50.0,0.0,1.0,56.0,35.0,4.0,45.45454545454545
2.0,7.0,76.0,50.0,25.0,83.33333333333334,1.0,2.0,55.0,32.0,18.0,37.5
2.0,4.0,37.0,22.0,7.0,62.5,1.0,1.0,25.0,10.0,4.0,41.66666666666667
2.0,10.0,69.0,39.0,29.0,60.0,3.0,8.0,70.0,45.0,28.0,70.0
4.0,1.0,73.0,51.0,9.0,78.57142857142857,2.0,5.0,52.0,27.0,19.0,28.57142857142857
1.0,4.0,44.0,32.0,13.0,80.0,4.0,4.0,33.0,20.0,8.0,66.66666666666666
0.0,2.0,35.0,22.0,8.0,60.0,1.0,3.0,31.0,16.0,1.0,40.0
1.0,2.0,42.0,24.0,12.0,71.42857142857143,2.0,3.0,32.0,12.0,11.0,45.45454545454545
1.0,5.0,60.0,39.0,12.0,36.36363636363637,1.0,3.0,58.0,28.0,20.0,41.66666666666667
0.0,2.0,63.0,39.0,16.0,58.333333333333336,1.0,6.0,60.0,33.0,18.0,60.0
4.0,2.0,37.0,24.0,12.0,50.0,3.0,2.0,53.0,28.0,13.0,53.84615384615385
5.0,7.0,42.0,34.0,3.0,66.66666666666666,0.0,6.0,32.0,19.0,9.0,50.0
7.0,0.0,30.0,24.0,12.0,50.0,3.0,0.0,39.0,21.0,7.0,60.0
9.0,11.0,47.0,34.0,14.0,50.0,5.0,1.0,43.0,25.0,10.0,54.54545454545454
2.0,3.0,48.0,33.0,7.0,75.0,0.0,9.0,23.0,12.0,9.0,25.0
6.0,4.0,29.0,24.0,7.0,,2.0,2.0,32.0,14.0,10.0,54.54545454545454
4.0,3.0,22.0,16.0,16.0,100.0,1.0,5.0,23.0,11.0,5.0,37.5
0.0,0.0,61.0,28.0,16.0,41.66666666666667,0.0,4.0,67.0,35.0,15.0,62.5
0.0,0.0,33.0,24.0,12.0,66.66666666666666,0.0,1.0,45.0,25.0,8.0,50.0
0.0,4.0,62.0,39.0,13.0,33.33333333333333,1.0,3.0,58.0,35.0,19.0,64.70588235294117
0.0,3.0,31.0,19.0,5.0,50.0,2.0,5.0,33.0,14.0,0.0,36.36363636363637
2.0,4.0,46.0,30.0,11.0,75.0,3.0,2.0,41.0,22.0,9.0,44.44444444444444
2.0,7.0,73.0,48.0,15.0,60.0,4.0,3.0,71.0,47.0,15.0,60.0
4.0,3.0,54.0,35.0,10.0,33.33333333333333,0.0,1.0,55.0,28.0,10.0,44.44444444444444
3.0,1.0,26.0,21.0,2.0,66.66666666666666,0.0,2.0,46.0,19.0,5.0,63.1578947368421
1.0,3.0,50.0,33.0,12.0,60.0,4.0,3.0,40.0,28.0,7.0,28.57142857142857
,,,,,,,,,,,
1.0,5.0,43.0,31.0,7.0,50.0,3.0,1.0,36.0,21.0,6.0,42.857142857142854
6.0,5.0,48.0,35.0,12.0,50.0,3.0,6.0,33.0,24.0,20.0,50.0
1.0,6.0,64.0,38.0,19.0,57.14285714285714,1.0,3.0,65.0,35.0,11.0,46.15384615384615
1.0,9.0,63.0,44.0,8.0,71.42857142857143,1.0,2.0,61.0,34.0,6.0,33.33333333333333
5.0,5.0,31.0,28.0,20.0,100.0,4.0,3.0,31.0,23.0,17.0,33.33333333333333
3.0,4.0,45.0,30.0,14.0,55.55555555555556,0.0,6.0,44.0,26.0,15.0,50.0
3.0,4.0,67.0,39.0,14.0,40.0,0.0,1.0,114.0,58.0,6.0,55.00000000000001
4.0,3.0,42.0,32.0,12.0,80.0,1.0,3.0,40.0,23.0,9.0,28.57142857142857
0.0,3.0,22.0,22.0,11.0,,1.0,2.0,31.0,17.0,8.0,42.857142857142854
1.0,2.0,55.0,36.0,22.0,44.44444444444444,1.0,2.0,58.0,37.0,13.0,50.0
7.0,3.0,27.0,23.0,19.0,33.33333333333333,3.0,2.0,36.0,21.0,17.0,33.33333333333333
7.0,6.0,39.0,30.0,16.0,100.0,5.0,4.0,41.0,29.0,7.0,50.0
11.0,2.0,34.0,28.0,8.0,66.66666666666666,4.0,2.0,33.0,16.0,12.0,50.0
3.0,0.0,11.0,9.0,7.0,,0.0,1.0,22.0,12.0,1.0,50.0
0.0,2.0,90.0,47.0,19.0,63.63636363636363,3.0,5.0,76.0,46.0,18.0,46.666666666666664
1.0,3.0,64.0,43.0,14.0,55.55555555555556,5.0,6.0,60.0,43.0,15.0,63.63636363636363
8.0,4.0,42.0,29.0,14.0,75.0,1.0,6.0,39.0,24.0,12.0,50.0
6.0,1.0,24.0,21.0,9.0,100.0,3.0,3.0,27.0,12.0,10.0,64.28571428571429
8.0,4.0,30.0,25.0,13.0,0.0,0.0,3.0,34.0,21.0,10.0,50.0
3.0,1.0,29.0,24.0,9.0,,0.0,1.0,39.0,20.0,10.0,50.0
6.0,5.0,81.0,54.0,19.0,60.0,3.0,8.0,70.0,47.0,22.0,50.0
0.0,4.0,27.0,21.0,15.0,75.0,3.0,5.0,31.0,21.0,14.0,55.55555555555556
2.0,3.0,25.0,19.0,18.0,33.33333333333333,1.0,2.0,24.0,17.0,7.0,42.857142857142854
3.0,1.0,32.0,26.0,14.0,0.0,1.0,7.0,50.0,32.0,15.0,64.28571428571429
4.0,4.0,44.0,28.0,9.0,55.55555555555556,1.0,1.0,30.0,17.0,9.0,25.0
3.0,7.0,20.0,16.0,15.0,75.0,3.0,1.0,35.0,19.0,6.0,44.44444444444444
1.0,4.0,49.0,25.0,23.0,50.0,2.0,2.0,58.0,27.0,8.0,38.46153846153847
5.0,4.0,28.0,20.0,17.0,100.0,0.0,5.0,13.0,9.0,11.0,54.54545454545454
4.0,0.0,28.0,25.0,8.0,100.0,1.0,5.0,24.0,14.0,6.0,0.0
4.0,2.0,28.0,23.0,8.0,80.0,1.0,0.0,22.0,10.0,6.0,25.0
8.0,3.0,42.0,29.0,11.0,55.55555555555556,0.0,1.0,35.0,17.0,7.0,40.0
2.0,4.0,67.0,38.0,13.0,50.0,3.0,4.0,70.0,34.0,10.0,43.75
17.0,5.0,49.0,38.0,14.0,57.14285714285714,8.0,2.0,54.0,34.0,9.0,28.57142857142857
1.0,3.0,51.0,34.0,17.0,50.0,1.0,2.0,39.0,21.0,14.0,20.0
2.0,2.0,46.0,32.0,13.0,0.0,1.0,4.0,39.0,25.0,18.0,66.66666666666666
7.0,3.0,46.0,33.0,11.0,50.0,4.0,5.0,38.0,20.0,22.0,55.55555555555556
5.0,3.0,43.0,32.0,12.0,83.33333333333334,7.0,1.0,30.0,20.0,9.0,50.0
3.0,2.0,32.0,26.0,9.0,83.33333333333334,2.0,3.0,35.0,20.0,6.0,37.5
2.0,1.0,34.0,26.0,11.0,100.0,1.0,10.0,28.0,19.0,12.0,63.63636363636363
1.0,0.0,68.0,44.0,12.0,72.72727272727273,8.0,3.0,47.0,36.0,16.0,66.66666666666666
3.0,2.0,48.0,31.0,15.0,40.0,3.0,2.0,41.0,28.0,15.0,33.33333333333333
5.0,4.0,42.0,30.0,9.0,60.0,2.0,5.0,63.0,35.0,9.0,75.0
7.0,6.0,67.0,41.0,24.0,63.63636363636363,4.0,3.0,76.0,48.0,13.0,66.66666666666666
9.0,5.0,40.0,32.0,5.0,50.0,1.0,2.0,28.0,15.0,15.0,42.857142857142854
3.0,4.0,24.0,19.0,16.0,66.66666666666666,1.0,5.0,41.0,26.0,10.0,60.0
1.0,3.0,44.0,27.0,16.0,60.0,1.0,5.0,29.0,16.0,12.0,33.33333333333333
5.0,5.0,45.0,31.0,17.0,75.0,0.0,1.0,41.0,21.0,7.0,28.57142857142857
5.0,6.0,33.0,25.0,7.0,50.0,3.0,2.0,41.0,23.0,6.0,40.0
10.0,4.0,60.0,47.0,19.0,40.0,1.0,9.0,62.0,39.0,34.0,75.0
7.0,5.0,38.0,25.0,19.0,66.66666666666666,3.0,2.0,36.0,21.0,15.0,42.857142857142854
3.0,2.0,63.0,42.0,19.0,60.0,2.0,2.0,78.0,48.0,18.0,50.0
4.0,3.0,65.0,38.0,15.0,58.333333333333336,2.0,13.0,70.0,38.0,14.0,65.0
3.0,3.0,42.0,32.0,14.0,0.0,5.0,9.0,45.0,36.0,14.0,57.14285714285714
2.0,1.0,22.0,19.0,14.0,,0.0,2.0,29.0,15.0,9.0,33.33333333333333
2.0,3.0,32.0,23.0,4.0,33.33333333333333,3.0,2.0,34.0,14.0,6.0,14.285714285714285
3.0,2.0,29.0,17.0,9.0,25.0,5.0,8.0,29.0,16.0,10.0,41.66666666666667
0.0,1.0,40.0,26.0,12.0,66.66666666666666,4.0,5.0,33.0,23.0,9.0,0.0
8.0,3.0,43.0,34.0,15.0,25.0,13.0,3.0,54.0,38.0,17.0,62.5
4.0,4.0,77.0,47.0,27.0,62.5,2.0,13.0,78.0,50.0,22.0,50.0
7.0,5.0,28.0,26.0,9.0,,0.0,0.0,24.0,12.0,7.0,20.0
7.0,3.0,72.0,42.0,16.0,41.66666666666667,0.0,1.0,70.0,38.0,12.0,53.333333333333336
0.0,5.0,48.0,29.0,14.0,70.0,0.0,0.0,57.0,27.0,4.0,41.66666666666667
1.0,4.0,41.0,24.0,4.0,40.0,0.0,3.0,25.0,8.0,8.0,41.66666666666667
1.0,5.0,25.0,18.0,15.0,85.71428571428571,1.0,4.0,18.0,7.0,5.0,0.0
2.0,1.0,49.0,33.0,4.0,60.0,0.0,3.0,35.0,18.0,6.0,16.666666666666664
0.0,3.0,29.0,20.0,14.0,50.0,0.0,8.0,38.0,18.0,18.0,50.0
0.0,10.0,54.0,30.0,22.0,47.05882352941176,1.0,11.0,57.0,28.0,15.0,43.75
1.0,2.0,42.0,26.0,9.0,71.42857142857143,1.0,3.0,34.0,16.0,4.0,25.0
2.0,3.0,44.0,29.0,19.0,61.53846153846154,3.0,8.0,52.0,27.0,20.0,30.0
2.0,3.0,41.0,27.0,8.0,66.66666666666666,0.0,8.0,29.0,17.0,4.0,45.45454545454545
0.0,4.0,51.0,31.0,14.0,57.14285714285714,0.0,3.0,32.0,17.0,17.0,28.57142857142857
0.0,13.0,41.0,31.0,17.0,66.66666666666666,9.0,9.0,28.0,18.0,23.0,37.5
2.0,9.0,38.0,23.0,21.0,62.5,3.0,3.0,28.0,13.0,16.0,37.5
0.0,9.0,39.0,25.0,15.0,41.66666666666667,1.0,3.0,40.0,20.0,17.0,56.25
6.0,3.0,83.0,45.0,29.0,50.0,3.0,9.0,61.0,37.0,26.0,42.857142857142854
2.0,5.0,52.0,30.0,10.0,40.0,1.0,3.0,60.0,30.0,5.0,46.15384615384615
0.0,3.0,19.0,12.0,11.0,50.0,0.0,4.0,29.0,12.0,4.0,53.333333333333336
0.0,3.0,34.0,25.0,7.0,0.0,0.0,5.0,36.0,19.0,18.0,50.0
1.0,7.0,45.0,29.0,10.0,66.66666666666666,0.0,4.0,30.0,15.0,8.0,28.57142857142857
4.0,1.0,26.0,20.0,6.0,0.0,0.0,2.0,29.0,7.0,8.0,25.0
2.0,7.0,46.0,29.0,21.0,58.333333333333336,1.0,1.0,61.0,33.0,16.0,57.14285714285714
3.0,4.0,47.0,31.0,19.0,63.63636363636363,3.0,8.0,38.0,27.0,17.0,14.285714285714285
0.0,4.0,21.0,18.0,13.0,50.0,0.0,5.0,26.0,12.0,14.0,37.5
2.0,7.0,50.0,31.0,24.0,60.0,1.0,12.0,44.0,29.0,16.0,50.0
2.0,4.0,45.0,31.0,17.0,70.0,8.0,10.0,55.0,32.0,24.0,62.5
1.0,12.0,48.0,29.0,19.0,46.666666666666664,4.0,6.0,39.0,22.0,20.0,20.0
0.0,6.0,28.0,15.0,11.0,55.55555555555556,0.0,8.0,30.0,13.0,3.0,38.46153846153847
3.0,3.0,35.0,22.0,14.0,62.5,5.0,10.0,34.0,19.0,7.0,45.45454545454545
8.0,7.0,32.0,25.0,11.0,70.0,2.0,4.0,33.0,19.0,8.0,40.0
4.0,0.0,32.0,23.0,8.0,0.0,3.0,5.0,24.0,12.0,8.0,54.54545454545454
0.0,2.0,30.0,20.0,12.0,83.33333333333334,1.0,1.0,31.0,15.0,6.0,37.5
6.0,5.0,48.0,33.0,13.0,70.0,1.0,4.0,56.0,34.0,16.0,78.94736842105263
2.0,2.0,48.0,32.0,15.0,66.66666666666666,1.0,2.0,35.0,20.0,10.0,16.666666666666664
7.0,2.0,55.0,42.0,13.0,80.0,0.0,2.0,46.0,31.0,13.0,57.14285714285714
1.0,4.0,69.0,41.0,13.0,33.33333333333333,4.0,4.0,70.0,44.0,20.0,53.333333333333336
1.0,1.0,47.0,31.0,13.0,20.0,7.0,1.0,60.0,36.0,14.0,53.84615384615385
4.0,1.0,39.0,27.0,18.0,20.0,1.0,7.0,34.0,20.0,12.0,28.57142857142857
1.0,2.0,39.0,31.0,5.0,66.66666666666666,3.0,1.0,41.0,20.0,5.0,37.5
8.0,2.0,37.0,27.0,10.0,75.0,0.0,1.0,27.0,14.0,8.0,28.57142857142857
2.0,3.0,38.0,28.0,9.0,71.42857142857143,4.0,2.0,40.0,23.0,5.0,28.57142857142857
2.0,1.0,48.0,31.0,12.0,62.5,1.0,7.0,36.0,28.0,13.0,50.0
1.0,3.0,34.0,24.0,10.0,50.0,4.0,2.0,26.0,16.0,11.0,58.333333333333336
7.0,1.0,25.0,16.0,9.0,60.0,0.0,2.0,35.0,14.0,5.0,14.285714285714285
5.0,4.0,65.0,41.0,21.0,33.33333333333333,2.0,1.0,79.0,47.0,9.0,58.333333333333336
2.0,3.0,97.0,63.0,12.0,73.33333333333333,1.0,2.0,67.0,48.0,14.0,20.0
4.0,5.0,58.0,40.0,17.0,76.92307692307693,6.0,7.0,53.0,40.0,15.0,57.14285714285714
4.0,4.0,59.0,36.0,14.0,41.66666666666667,1.0,8.0,55.0,33.0,12.0,42.857142857142854
6.0,4.0,55.0,41.0,16.0,84.61538461538461,0.0,1.0,48.0,24.0,16.0,40.0
4.0,2.0,44.0,29.0,9.0,33.33333333333333,6.0,2.0,38.0,28.0,12.0,60.0
0.0,3.0,20.0,12.0,12.0,66.66666666666666,0.0,2.0,28.0,15.0,7.0,42.857142857142854
6.0,2.0,53.0,34.0,20.0,60.0,9.0,2.0,49.0,31.0,20.0,33.33333333333333
7.0,2.0,28.0,24.0,19.0,100.0,2.0,2.0,33.0,22.0,16.0,60.0
2.0,3.0,70.0,45.0,15.0,66.66666666666666,8.0,3.0,51.0,35.0,13.0,28.57142857142857
1.0,4.0,98.0,61.0,15.0,80.0,15.0,2.0,68.0,48.0,20.0,72.72727272727273
8.0,5.0,50.0,39.0,14.0,0.0,7.0,10.0,48.0,30.0,18.0,25.0
10.0,3.0,59.0,43.0,11.0,66.66666666666666,2.0,6.0,39.0,27.0,12.0,25.0
4.0,4.0,38.0,29.0,15.0,100.0,0.0,2.0,29.0,17.0,10.0,0.0
1.0,2.0,40.0,26.0,12.0,75.0,1.0,0.0,29.0,13.0,9.0,37.5
6.0,2.0,36.0,28.0,3.0,,0.0,0.0,32.0,13.0,7.0,54.54545454545454
10.0,0.0,45.0,31.0,18.0,50.0,4.0,4.0,69.0,44.0,9.0,50.0
9.0,1.0,39.0,29.0,10.0,66.66666666666666,1.0,2.0,47.0,27.0,9.0,50.0
1.0,1.0,35.0,23.0,10.0,75.0,0.0,3.0,39.0,22.0,8.0,16.666666666666664
2.0,1.0,29.0,24.0,14.0,100.0,4.0,2.0,30.0,24.0,9.0,40.0
12.0,3.0,28.0,25.0,13.0,0.0,4.0,5.0,30.0,23.0,11.0,25.0
0.0,2.0,31.0,20.0,12.0,66.66666666666666,1.0,0.0,29.0,17.0,10.0,66.66666666666666
7.0,9.0,55.0,38.0,13.0,81.81818181818183,3.0,2.0,50.0,32.0,8.0,50.0
5.0,1.0,59.0,38.0,11.0,81.81818181818183,1.0,2.0,29.0,17.0,11.0,28.57142857142857
4.0,3.0,23.0,19.0,9.0,80.0,1.0,5.0,25.0,15.0,11.0,50.0
8.0,2.0,32.0,25.0,10.0,,1.0,2.0,38.0,20.0,8.0,50.0
4.0,4.0,39.0,30.0,16.0,90.0,3.0,3.0,24.0,17.0,9.0,20.0
7.0,7.0,46.0,28.0,19.0,62.5,0.0,5.0,47.0,25.0,15.0,62.5
2.0,1.0,55.0,32.0,15.0,80.0,0.0,1.0,35.0,17.0,4.0,45.45454545454545
0.0,7.0,33.0,26.0,17.0,88.88888888888889,2.0,4.0,40.0,25.0,11.0,33.33333333333333
1.0,2.0,77.0,45.0,24.0,33.33333333333333,1.0,4.0,91.0,52.0,17.0,70.0
1.0,2.0,34.0,24.0,10.0,66.66666666666666,1.0,6.0,33.0,17.0,4.0,50.0
1.0,4.0,38.0,28.0,12.0,0.0,7.0,8.0,35.0,24.0,12.0,60.0
10.0,4.0,66.0,45.0,19.0,38.46153846153847,0.0,7.0,71.0,40.0,26.0,66.66666666666666
3.0,6.0,30.0,20.0,15.0,25.0,0.0,2.0,35.0,17.0,11.0,33.33333333333333
1.0,2.0,55.0,35.0,9.0,75.0,3.0,6.0,35.0,24.0,10.0,54.54545454545454
8.0,4.0,46.0,34.0,19.0,50.0,0.0,10.0,63.0,46.0,7.0,33.33333333333333
2.0,7.0,48.0,36.0,20.0,55.55555555555556,3.0,5.0,54.0,30.0,15.0,40.0
6.0,5.0,26.0,22.0,16.0,0.0,4.0,8.0,35.0,22.0,16.0,60.0
3.0,5.0,30.0,21.0,8.0,85.71428571428571,0.0,3.0,23.0,10.0,4.0,14.285714285714285
2.0,4.0,25.0,22.0,8.0,71.42857142857143,0.0,5.0,33.0,12.0,5.0,46.15384615384615
0.0,4.0,64.0,37.0,15.0,61.53846153846154,6.0,2.0,62.0,32.0,11.0,56.25
3.0,0.0,29.0,20.0,11.0,60.0,0.0,8.0,34.0,16.0,3.0,40.0
2.0,6.0,42.0,30.0,9.0,0.0,2.0,1.0,37.0,20.0,8.0,44.44444444444444
2.0,7.0,41.0,24.0,17.0,36.36363636363637,4.0,11.0,66.0,36.0,19.0,50.0
4.0,3.0,54.0,34.0,8.0,28.57142857142857,0.0,5.0,84.0,50.0,8.0,68.75
6.0,2.0,49.0,38.0,12.0,85.71428571428571,0.0,2.0,43.0,31.0,13.0,42.857142857142854
9.0,3.0,25.0,24.0,7.0,75.0,0.0,3.0,24.0,8.0,3.0,14.285714285714285
4.0,1.0,29.0,23.0,12.0,100.0,1.0,1.0,31.0,19.0,9.0,69.23076923076923
1.0,8.0,71.0,47.0,14.0,60.0,5.0,8.0,67.0,42.0,16.0,58.333333333333336
7.0,3.0,45.0,35.0,15.0,100.0,4.0,2.0,37.0,26.0,7.0,50.0
1.0,2.0,37.0,24.0,11.0,60.0,3.0,4.0,29.0,16.0,10.0,28.57142857142857
4.0,4.0,72.0,44.0,11.0,36.36363636363637,2.0,2.0,70.0,42.0,22.0,57.14285714285714
0.0,2.0,54.0,27.0,24.0,61.53846153846154,4.0,3.0,52.0,27.0,18.0,0.0
