tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets
2017-0703,Stanford,Hard,32,I,20170731,291,201619,3.0,,Madison Keys,R,178.0,USA,22.45037645,21.0,1768.0,214452,,Q,Caroline Dolehide,U,,USA,18.90212183,212.0,262.0,3-6 6-2 6-3,3,R16,95.0,6.0,5.0,70.0,45.0,34.0,11.0,13.0,1.0,4.0,3.0,7.0,86.0,50.0,34.0,15.0,13.0,3.0,8.0,3
2017-0703,Stanford,Hard,32,I,20170731,290,201615,7.0,,Lesia Tsurenko,R,174.0,UKR,28.16974675,32.0,1543.0,201345,,WC,Maria Sharapova,R,188.0,RUS,30.28336756,171.0,310.0,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-0703,Stanford,Hard,32,I,20170731,289,201535,6.0,,Coco Vandeweghe,R,185.0,USA,25.65092402,24.0,1749.0,202484,,,Nicole Gibbs,R,168.0,USA,24.41067762,128.0,449.0,6-0 6-2,3,R16,64.0,4.0,0.0,45.0,21.0,16.0,16.0,7.0,3.0,3.0,1.0,1.0,59.0,44.0,21.0,6.0,7.0,8.0,13.0,2
2017-0703,Stanford,Hard,32,I,20170731,288,201499,4.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,26.07802875,18.0,2025.0,201590,,,Alison Riske,R,175.0,USA,27.07734428,46.0,1205.0,6-4 6-0,3,R16,72.0,4.0,2.0,48.0,35.0,26.0,6.0,8.0,4.0,5.0,0.0,6.0,65.0,44.0,24.0,5.0,8.0,6.0,11.0,2
2017-0703,Stanford,Hard,32,I,20170731,287,214263,8.0,,Catherine Cartan Bellis,R,170.0,USA,18.31348392,44.0,1228.0,202705,,Q,Veronica Cepede Royg,R,163.0,PAR,25.52498289,85.0,707.0,7-6(3) 6-2,3,R16,86.0,3.0,3.0,72.0,48.0,34.0,8.0,10.0,4.0,7.0,1.0,4.0,61.0,37.0,21.0,8.0,10.0,5.0,10.0,2
2017-0703,Stanford,Hard,32,I,20170731,286,201520,2.0,,Petra Kvitova,L,183.0,CZE,27.39767283,14.0,3085.0,201435,,,Kateryna Bondarenko,R,175.0,UKR,30.97878166,111.0,530.0,6-2 6-2,3,R16,60.0,4.0,2.0,43.0,22.0,19.0,13.0,8.0,0.0,0.0,0.0,8.0,52.0,34.0,20.0,6.0,8.0,4.0,8.0,2
2017-0703,Stanford,Hard,32,I,20170731,284,215037,,,Kayla Day,L,,USA,17.83983573,129.0,446.0,201595,,,Misaki Doi,L,159.0,JPN,26.25598905,81.0,726.0,6-4 6-2,3,R32,85.0,3.0,1.0,59.0,28.0,21.0,18.0,9.0,3.0,4.0,1.0,4.0,64.0,38.0,24.0,9.0,9.0,5.0,9.0,2
2017-0703,Stanford,Hard,32,I,20170731,283,212001,,,Natalia Vikhlyantseva,U,185.0,RUS,20.45174538,65.0,933.0,203398,,Q,Danielle Lao,U,,USA,26.17659138,230.0,228.0,6-4 6-3,3,R32,98.0,3.0,0.0,65.0,31.0,23.0,19.0,10.0,2.0,3.0,0.0,4.0,69.0,40.0,25.0,14.0,9.0,7.0,10.0,2
2017-0703,Stanford,Hard,32,I,20170731,282,211951,5.0,,Ana Konjuh,R,174.0,CRO,19.59206023,20.0,1785.0,201523,,Q,Marina Erakovic,R,174.0,NZL,29.401779600000005,191.0,286.0,6-3 1-0 RET,3,R32,48.0,1.0,2.0,32.0,19.0,14.0,6.0,5.0,2.0,3.0,0.0,3.0,40.0,18.0,11.0,8.0,5.0,0.0,3.0,2
2017-0703,Stanford,Hard,32,I,20170731,280,214452,,Q,Caroline Dolehide,U,,USA,18.90212183,212.0,262.0,211768,,,Naomi Osaka,R,180.0,JPN,19.78918549,48.0,1155.0,6-4 6-2,3,R32,83.0,2.0,1.0,61.0,38.0,24.0,16.0,9.0,5.0,6.0,4.0,4.0,60.0,34.0,20.0,11.0,9.0,6.0,10.0,2
2017-0703,Stanford,Hard,32,I,20170731,279,201345,,WC,Maria Sharapova,R,188.0,RUS,30.28336756,171.0,310.0,206108,,,Jennifer Brady,R,178.0,USA,22.30253251,80.0,727.0,6-1 4-6 6-0,3,R32,122.0,5.0,9.0,86.0,45.0,29.0,19.0,11.0,10.0,14.0,2.0,7.0,82.0,38.0,19.0,14.0,12.0,9.0,18.0,3
2017-0703,Stanford,Hard,32,I,20170731,278,201615,7.0,,Lesia Tsurenko,R,174.0,UKR,28.16974675,32.0,1543.0,202418,,,Lara Arruabarrena,R,166.0,ESP,25.36344969,64.0,935.0,6-3 6-3,3,R32,72.0,3.0,2.0,55.0,37.0,26.0,8.0,9.0,1.0,3.0,0.0,3.0,51.0,22.0,10.0,13.0,9.0,1.0,6.0,2
2017-0703,Stanford,Hard,32,I,20170731,277,201535,6.0,,Coco Vandeweghe,R,185.0,USA,25.65092402,24.0,1749.0,201548,,,Ajla Tomljanovic,R,,CRO,24.23271732,228.0,232.0,6-2 0-0 RET,3,R32,31.0,3.0,3.0,25.0,11.0,8.0,9.0,4.0,2.0,2.0,0.0,2.0,20.0,13.0,6.0,3.0,4.0,1.0,3.0,2
2017-0703,Stanford,Hard,32,I,20170731,276,202484,,,Nicole Gibbs,R,168.0,USA,24.41067762,128.0,449.0,214906,,WC,Claire Liu,U,,USA,17.18275154,295.0,169.0,4-6 6-2 7-6(5),3,R32,138.0,1.0,4.0,100.0,70.0,39.0,12.0,15.0,6.0,13.0,1.0,0.0,104.0,59.0,28.0,21.0,15.0,9.0,17.0,3
2017-0703,Stanford,Hard,32,I,20170731,275,201590,,,Alison Riske,R,175.0,USA,27.07734428,46.0,1205.0,202663,,,Magda Linette,R,171.0,POL,25.46475017,86.0,700.0,6-2 6-4,3,R32,90.0,2.0,3.0,62.0,45.0,28.0,11.0,9.0,3.0,4.0,2.0,2.0,52.0,34.0,19.0,9.0,9.0,4.0,8.0,2
2017-0703,Stanford,Hard,32,I,20170731,273,214263,8.0,,Catherine Cartan Bellis,R,170.0,USA,18.31348392,44.0,1228.0,201427,,,Alize Cornet,R,173.0,FRA,27.52087611,45.0,1212.0,6-3 6-2,3,R32,76.0,1.0,0.0,58.0,35.0,28.0,12.0,8.0,3.0,3.0,0.0,1.0,55.0,35.0,22.0,8.0,9.0,0.0,4.0,2
2017-0703,Stanford,Hard,32,I,20170731,272,202705,,Q,Veronica Cepede Royg,R,163.0,PAR,25.52498289,85.0,707.0,201529,,,Kristie Ahn,U,,USA,25.12525667,112.0,524.0,2-6 7-5 6-1,3,R32,130.0,1.0,5.0,98.0,62.0,36.0,17.0,14.0,9.0,14.0,4.0,6.0,86.0,48.0,24.0,20.0,13.0,6.0,12.0,3
2017-0703,Stanford,Hard,32,I,20170731,271,201435,,,Kateryna Bondarenko,R,175.0,UKR,30.97878166,111.0,530.0,201212,,,Francesca Schiavone,R,166.0,ITA,37.10335387,71.0,814.0,6-3 6-4,3,R32,88.0,1.0,8.0,74.0,43.0,27.0,14.0,10.0,6.0,10.0,2.0,4.0,53.0,32.0,16.0,8.0,9.0,5.0,11.0,2
2017-M035,Washington,Hard,32,I,20170731,300,201505,7.0,,Ekaterina Makarova,L,178.0,RUS,29.14715948,58.0,1025.0,201504,4.0,,Julia Goerges,R,180.0,GER,28.74195756,40.0,1290.0,3-6 7-6(2) 6-0,3,F,130.0,3.0,7.0,84.0,52.0,40.0,13.0,13.0,5.0,8.0,7.0,6.0,100.0,55.0,38.0,18.0,14.0,5.0,10.0,3
2017-M035,Washington,Hard,32,I,20170731,299,201505,7.0,,Ekaterina Makarova,L,178.0,RUS,29.14715948,58.0,1025.0,206219,5.0,,Oceane Dodin,R,183.0,FRA,20.76659822,55.0,1098.0,3-6 6-3 6-4,3,SF,118.0,7.0,2.0,81.0,52.0,38.0,16.0,14.0,3.0,6.0,7.0,7.0,96.0,47.0,35.0,22.0,14.0,8.0,12.0,3
2017-M035,Washington,Hard,32,I,20170731,298,201504,4.0,,Julia Goerges,R,180.0,GER,28.74195756,40.0,1290.0,201492,,,Andrea Petkovic,R,180.0,GER,29.89185489,102.0,605.0,5-7 6-4 7-5,3,SF,150.0,10.0,5.0,97.0,53.0,41.0,20.0,17.0,0.0,4.0,2.0,4.0,120.0,85.0,55.0,16.0,17.0,11.0,16.0,3
2017-M035,Washington,Hard,32,I,20170731,297,201505,7.0,,Ekaterina Makarova,L,178.0,RUS,29.14715948,58.0,1025.0,201594,1.0,,Simona Halep,R,168.0,ROU,25.84257358,2.0,5770.0,2-6 6-3 1-0 RET,3,QF,68.0,2.0,4.0,55.0,38.0,21.0,8.0,9.0,4.0,8.0,0.0,5.0,64.0,39.0,24.0,9.0,9.0,5.0,9.0,3
2017-M035,Washington,Hard,32,I,20170731,296,206219,5.0,,Oceane Dodin,R,183.0,FRA,20.76659822,55.0,1098.0,201513,,,Sabine Lisicki,R,178.0,GER,27.85489391,190.0,286.0,5-7 6-4 7-6(4),3,QF,140.0,6.0,14.0,106.0,53.0,40.0,22.0,17.0,3.0,9.0,18.0,11.0,110.0,59.0,43.0,21.0,17.0,4.0,10.0,3
2017-M035,Washington,Hard,32,I,20170731,295,201504,4.0,,Julia Goerges,R,180.0,GER,28.74195756,40.0,1290.0,201512,6.0,,Monica Niculescu,R,168.0,ROU,29.84804928,59.0,991.0,6-3 6-4,3,QF,93.0,12.0,6.0,62.0,29.0,21.0,18.0,9.0,5.0,7.0,0.0,2.0,75.0,59.0,31.0,7.0,10.0,10.0,15.0,2
2017-M035,Washington,Hard,32,I,20170731,294,201492,,,Andrea Petkovic,R,180.0,GER,29.89185489,102.0,605.0,215370,,WC,Bianca Andreescu,R,,CAN,17.12251882,167.0,324.0,6-7(3) 6-1 6-2,3,QF,126.0,1.0,9.0,82.0,48.0,30.0,15.0,13.0,2.0,6.0,2.0,7.0,85.0,46.0,23.0,16.0,14.0,4.0,13.0,3
2017-M035,Washington,Hard,32,I,20170731,293,201594,1.0,,Simona Halep,R,168.0,ROU,25.84257358,2.0,5770.0,201531,,,Mariana Duque Marino,R,169.0,COL,27.96714579,115.0,519.0,3-6 6-4 6-2,3,R16,100.0,0.0,4.0,73.0,49.0,29.0,12.0,13.0,2.0,7.0,0.0,4.0,79.0,49.0,27.0,13.0,14.0,2.0,9.0,3
2017-M035,Washington,Hard,32,I,20170731,292,201505,7.0,,Ekaterina Makarova,L,178.0,RUS,29.14715948,58.0,1025.0,201620,,,Monica Puig,R,170.0,PUR,23.84120465,67.0,905.0,6-2 6-4,3,R16,78.0,7.0,2.0,51.0,29.0,23.0,14.0,9.0,0.0,1.0,2.0,4.0,59.0,31.0,17.0,15.0,9.0,3.0,7.0,2
2017-M035,Washington,Hard,32,I,20170731,291,201513,,,Sabine Lisicki,R,178.0,GER,27.85489391,190.0,286.0,214544,,,Aryna Sabalenka,U,182.0,BLR,19.23887748,121.0,500.0,4-6 6-3 6-3,3,R16,103.0,9.0,8.0,75.0,41.0,35.0,16.0,14.0,0.0,2.0,7.0,8.0,106.0,55.0,42.0,17.0,14.0,7.0,11.0,3
2017-M035,Washington,Hard,32,I,20170731,290,206219,5.0,,Oceane Dodin,R,183.0,FRA,20.76659822,55.0,1098.0,201506,,,Sara Errani,R,164.0,ITA,30.25598905,103.0,603.0,3-6 7-5 6-1,3,R16,130.0,6.0,10.0,98.0,52.0,30.0,20.0,14.0,5.0,11.0,0.0,2.0,104.0,75.0,39.0,10.0,14.0,5.0,13.0,3
2017-M035,Washington,Hard,32,I,20170731,289,201512,6.0,,Monica Niculescu,R,168.0,ROU,29.84804928,59.0,991.0,206255,,,Patricia Maria Tig,R,180.0,ROU,23.01163587,134.0,421.0,6-4 7-6(2),3,R16,119.0,1.0,1.0,75.0,63.0,32.0,5.0,11.0,6.0,12.0,2.0,4.0,72.0,48.0,26.0,4.0,11.0,2.0,9.0,2
2017-M035,Washington,Hard,32,I,20170731,288,201504,4.0,,Julia Goerges,R,180.0,GER,28.74195756,40.0,1290.0,202421,,,Alison Van Uytvanck,R,,BEL,23.34839151,104.0,601.0,3-6 6-3 7-6(9),3,R16,149.0,8.0,3.0,99.0,53.0,43.0,25.0,15.0,6.0,8.0,8.0,5.0,122.0,71.0,51.0,25.0,15.0,11.0,13.0,3
2017-M035,Washington,Hard,32,I,20170731,287,201492,,,Andrea Petkovic,R,180.0,GER,29.89185489,102.0,605.0,202446,,,Eugenie Bouchard,R,178.0,CAN,23.42778919,73.0,779.0,6-2 4-6 6-0,3,R16,101.0,3.0,8.0,78.0,49.0,37.0,13.0,12.0,7.0,9.0,3.0,6.0,84.0,53.0,31.0,11.0,12.0,5.0,11.0,3
2017-M035,Washington,Hard,32,I,20170731,286,215370,,WC,Bianca Andreescu,R,,CAN,17.12251882,167.0,324.0,201540,2.0,,Kristina Mladenovic,R,184.0,FRA,24.21355236,13.0,3155.0,6-2 6-3,3,R16,74.0,2.0,1.0,56.0,30.0,16.0,18.0,9.0,5.0,7.0,1.0,10.0,50.0,19.0,11.0,12.0,8.0,3.0,8.0,2
2017-M035,Washington,Hard,32,I,20170731,285,201594,1.0,,Simona Halep,R,168.0,ROU,25.84257358,2.0,5770.0,201585,,WC,Sloane Stephens,R,170.0,USA,24.36413415,957.0,10.0,7-6(3) 6-0,3,R32,79.0,2.0,6.0,65.0,31.0,27.0,16.0,9.0,4.0,5.0,1.0,5.0,69.0,43.0,22.0,12.0,9.0,7.0,11.0,2
2017-M035,Washington,Hard,32,I,20170731,284,201531,,,Mariana Duque Marino,R,169.0,COL,27.96714579,115.0,519.0,201603,,,Shelby Rogers,R,175.0,USA,24.79671458,60.0,978.0,6-4 6-1,3,R32,62.0,0.0,3.0,48.0,31.0,24.0,11.0,9.0,3.0,4.0,3.0,3.0,53.0,30.0,20.0,7.0,8.0,3.0,7.0,2
2017-M035,Washington,Hard,32,I,20170731,283,201620,,,Monica Puig,R,170.0,PUR,23.84120465,67.0,905.0,211635,,Q,Louisa Chirico,R,,USA,21.207392199999997,150.0,356.0,6-4 6-4,3,R32,75.0,5.0,3.0,56.0,34.0,25.0,9.0,10.0,1.0,4.0,1.0,1.0,56.0,32.0,17.0,9.0,10.0,1.0,6.0,2
2017-M035,Washington,Hard,32,I,20170731,282,201505,7.0,,Ekaterina Makarova,L,178.0,RUS,29.14715948,58.0,1025.0,211222,,Q,Jamie Loeb,U,,USA,22.39835729,156.0,345.0,7-6(4) 6-3,3,R32,92.0,3.0,2.0,70.0,44.0,32.0,13.0,10.0,4.0,6.0,5.0,6.0,77.0,36.0,24.0,20.0,11.0,2.0,6.0,2
2017-M035,Washington,Hard,32,I,20170731,281,214544,,,Aryna Sabalenka,U,182.0,BLR,19.23887748,121.0,500.0,201616,3.0,,Lauren Davis,R,157.0,USA,23.80835044,34.0,1476.0,7-5 6-3,3,R32,100.0,2.0,8.0,71.0,39.0,31.0,13.0,11.0,4.0,7.0,1.0,5.0,76.0,42.0,23.0,16.0,10.0,9.0,14.0,2
2017-M035,Washington,Hard,32,I,20170731,280,201513,,,Sabine Lisicki,R,178.0,GER,27.85489391,190.0,286.0,204394,,Q,Valentini Grammatikopoulou,U,,GRE,20.47091034,179.0,297.0,7-6(7) 7-6(5),3,R32,107.0,7.0,7.0,87.0,43.0,34.0,15.0,12.0,2.0,6.0,2.0,5.0,85.0,47.0,32.0,16.0,12.0,2.0,6.0,2
2017-M035,Washington,Hard,32,I,20170731,279,201506,,,Sara Errani,R,164.0,ITA,30.25598905,103.0,603.0,203552,,,Risa Ozaki,R,162.0,JPN,23.30732375,78.0,738.0,7-6(0) 6-2,3,R32,91.0,0.0,2.0,63.0,46.0,34.0,4.0,10.0,2.0,5.0,0.0,2.0,59.0,40.0,24.0,6.0,10.0,2.0,7.0,2
2017-M035,Washington,Hard,32,I,20170731,278,206219,5.0,,Oceane Dodin,R,183.0,FRA,20.76659822,55.0,1098.0,201347,,,Jelena Jankovic,R,177.0,SRB,32.41889117,69.0,885.0,4-6 6-3 2-0 RET,3,R32,99.0,2.0,5.0,68.0,34.0,24.0,17.0,11.0,4.0,7.0,8.0,5.0,79.0,41.0,25.0,16.0,10.0,7.0,11.0,3
2017-M035,Washington,Hard,32,I,20170731,277,201512,6.0,,Monica Niculescu,R,168.0,ROU,29.84804928,59.0,991.0,211702,,,Nao Hibino,R,163.0,JPN,22.67214237,72.0,797.0,6-3 2-6 7-6(7),3,R32,144.0,1.0,2.0,96.0,77.0,47.0,10.0,14.0,4.0,9.0,1.0,9.0,117.0,59.0,34.0,32.0,15.0,9.0,14.0,3
2017-M035,Washington,Hard,32,I,20170731,276,206255,,,Patricia Maria Tig,R,180.0,ROU,23.01163587,134.0,421.0,201586,,Q,Heather Watson,R,170.0,GBR,25.19917864,75.0,746.0,7-6(4) 7-6(3),3,R32,123.0,3.0,5.0,111.0,66.0,42.0,26.0,12.0,6.0,8.0,4.0,3.0,75.0,41.0,31.0,20.0,12.0,1.0,3.0,2
2017-M035,Washington,Hard,32,I,20170731,275,202421,,,Alison Van Uytvanck,R,,BEL,23.34839151,104.0,601.0,202450,,,Jana Cepelova,R,168.0,SVK,24.1724846,92.0,656.0,7-5 0-6 6-1,3,R32,96.0,4.0,1.0,80.0,45.0,25.0,18.0,13.0,4.0,9.0,2.0,1.0,65.0,35.0,22.0,12.0,12.0,1.0,6.0,3
2017-M035,Washington,Hard,32,I,20170731,274,201504,4.0,,Julia Goerges,R,180.0,GER,28.74195756,40.0,1290.0,211796,,,Francoise Abanda,R,178.0,CAN,20.48186174,131.0,436.0,6-4 6-4,3,R32,79.0,9.0,3.0,63.0,33.0,26.0,15.0,10.0,1.0,2.0,1.0,2.0,61.0,35.0,27.0,10.0,10.0,6.0,9.0,2
2017-M035,Washington,Hard,32,I,20170731,273,202446,,,Eugenie Bouchard,R,178.0,CAN,23.42778919,73.0,779.0,201539,8.0,,Christina Mchale,R,170.0,USA,25.22108145,61.0,975.0,7-6(6) 6-0,3,R32,98.0,3.0,3.0,66.0,30.0,23.0,20.0,9.0,3.0,4.0,4.0,4.0,78.0,40.0,22.0,18.0,9.0,7.0,11.0,2
2017-M035,Washington,Hard,32,I,20170731,272,201492,,,Andrea Petkovic,R,180.0,GER,29.89185489,102.0,605.0,201597,,,Kurumi Nara,R,171.0,JPN,25.58521561,98.0,625.0,6-4 7-6(5),3,R32,96.0,2.0,6.0,71.0,46.0,31.0,8.0,11.0,3.0,8.0,0.0,6.0,72.0,49.0,27.0,7.0,11.0,1.0,7.0,2
2017-M035,Washington,Hard,32,I,20170731,271,215370,,WC,Bianca Andreescu,R,,CAN,17.12251882,167.0,324.0,202429,,,Camila Giorgi,R,168.0,ITA,25.58521561,83.0,712.0,5-7 6-3 6-4,3,R32,122.0,2.0,6.0,95.0,61.0,40.0,19.0,16.0,3.0,7.0,2.0,9.0,78.0,43.0,31.0,13.0,15.0,0.0,5.0,3
2017-M035,Washington,Hard,32,I,20170731,270,201540,2.0,,Kristina Mladenovic,R,184.0,FRA,24.21355236,13.0,3155.0,213583,,,Tatjana Maria,R,172.0,GER,29.97946612,62.0,964.0,7-5 3-6 6-3,3,R32,141.0,3.0,7.0,94.0,60.0,39.0,18.0,15.0,5.0,9.0,6.0,4.0,93.0,35.0,25.0,27.0,15.0,1.0,6.0,3
2017-0806,Toronto,Hard,64,I,20170807,300,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.90212183,5.0,4935.0,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.07460643,6.0,4860.0,6-4 6-0,3,F,77.0,4.0,3.0,56.0,28.0,19.0,13.0,8.0,1.0,3.0,4.0,4.0,50.0,28.0,14.0,5.0,8.0,1.0,7.0,2
2017-0806,Toronto,Hard,64,I,20170807,299,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.07460643,6.0,4860.0,201585,,,Sloane Stephens,R,170.0,USA,24.38329911,934.0,11.0,6-2 6-3,3,SF,83.0,4.0,1.0,56.0,37.0,23.0,9.0,9.0,1.0,4.0,1.0,3.0,51.0,34.0,17.0,4.0,8.0,3.0,9.0,2
2017-0806,Toronto,Hard,64,I,20170807,298,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.90212183,5.0,4935.0,201594,2.0,,Simona Halep,R,168.0,ROU,25.86173854,2.0,5830.0,6-1 6-1,3,SF,56.0,2.0,3.0,42.0,25.0,21.0,7.0,7.0,1.0,2.0,0.0,3.0,52.0,35.0,15.0,6.0,7.0,5.0,11.0,2
2017-0806,Toronto,Hard,64,I,20170807,297,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.07460643,6.0,4860.0,201662,1.0,,Karolina Pliskova,R,184.0,CZE,25.3798768,1.0,6751.0,7-5 6-7(3) 6-4,3,QF,176.0,8.0,4.0,110.0,70.0,51.0,19.0,17.0,7.0,10.0,5.0,3.0,112.0,63.0,43.0,22.0,17.0,7.0,12.0,3
2017-0806,Toronto,Hard,64,I,20170807,296,201585,,,Sloane Stephens,R,170.0,USA,24.38329911,934.0,11.0,201425,,,Lucie Safarova,L,177.0,CZE,30.50513347,41.0,1280.0,6-2 1-6 7-5,3,QF,131.0,3.0,3.0,90.0,53.0,31.0,19.0,13.0,3.0,8.0,1.0,8.0,98.0,54.0,31.0,20.0,14.0,8.0,14.0,3
2017-0806,Toronto,Hard,64,I,20170807,295,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.90212183,5.0,4935.0,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.83025325,4.0,5175.0,4-6 6-4 6-3,3,QF,128.0,4.0,6.0,85.0,43.0,26.0,22.0,15.0,3.0,9.0,5.0,3.0,92.0,58.0,35.0,13.0,14.0,5.0,12.0,3
2017-0806,Toronto,Hard,64,I,20170807,294,201594,2.0,,Simona Halep,R,168.0,ROU,25.86173854,2.0,5830.0,201614,,,Caroline Garcia,R,177.0,FRA,23.80835044,21.0,2005.0,6-4 6-2,3,QF,71.0,1.0,4.0,55.0,37.0,28.0,12.0,9.0,2.0,2.0,4.0,3.0,61.0,46.0,28.0,6.0,9.0,4.0,7.0,2
2017-0806,Toronto,Hard,64,I,20170807,293,201662,1.0,,Karolina Pliskova,R,184.0,CZE,25.3798768,1.0,6751.0,211768,,Q,Naomi Osaka,R,180.0,JPN,19.80835044,50.0,1120.0,6-2 6-7(4) 1-0 RET,3,R16,106.0,12.0,4.0,71.0,44.0,32.0,14.0,10.0,3.0,3.0,2.0,3.0,76.0,37.0,25.0,19.0,11.0,5.0,8.0,3
2017-0806,Toronto,Hard,64,I,20170807,292,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.07460643,6.0,4860.0,201474,10.0,,Agnieszka Radwanska,R,170.0,POL,28.42162902,10.0,3940.0,6-3 6-1,3,R16,78.0,0.0,2.0,56.0,39.0,25.0,7.0,8.0,5.0,7.0,0.0,1.0,47.0,23.0,12.0,6.0,8.0,4.0,10.0,2
2017-0806,Toronto,Hard,64,I,20170807,291,201585,,,Sloane Stephens,R,170.0,USA,24.38329911,934.0,11.0,201493,3.0,,Angelique Kerber,L,173.0,GER,29.5523614,3.0,5626.0,6-2 6-2,3,R16,58.0,1.0,0.0,52.0,40.0,29.0,7.0,8.0,3.0,3.0,0.0,1.0,42.0,24.0,16.0,7.0,8.0,0.0,4.0,2
2017-0806,Toronto,Hard,64,I,20170807,290,201425,,,Lucie Safarova,L,177.0,CZE,30.50513347,41.0,1280.0,201505,,,Ekaterina Makarova,L,178.0,RUS,29.16632444,42.0,1275.0,6-3 6-7(3) 6-2,3,R16,142.0,12.0,4.0,90.0,56.0,43.0,12.0,14.0,5.0,9.0,4.0,3.0,108.0,74.0,44.0,13.0,15.0,6.0,14.0,3
2017-0806,Toronto,Hard,64,I,20170807,289,202494,5.0,,Elina Svitolina,R,174.0,UKR,22.90212183,5.0,4935.0,200748,9.0,,Venus Williams,R,185.0,USA,37.13894593,9.0,4052.0,6-2 6-1,3,R16,60.0,5.0,1.0,54.0,34.0,24.0,9.0,7.0,5.0,6.0,4.0,6.0,49.0,29.0,13.0,6.0,8.0,1.0,7.0,2
2017-0806,Toronto,Hard,64,I,20170807,288,202469,4.0,,Garbine Muguruza,R,182.0,ESP,23.83025325,4.0,5175.0,202458,,Q,Ashleigh Barty,R,166.0,AUS,21.28678987,58.0,1050.0,6-0 3-6 6-2,3,R16,90.0,1.0,2.0,57.0,43.0,30.0,6.0,11.0,0.0,3.0,2.0,6.0,77.0,45.0,24.0,11.0,12.0,2.0,9.0,3
2017-0806,Toronto,Hard,64,I,20170807,287,201614,,,Caroline Garcia,R,177.0,FRA,23.80835044,21.0,2005.0,214263,,,Catherine Cartan Bellis,R,170.0,USA,18.33264887,36.0,1400.0,6-4 6-2,3,R16,74.0,3.0,1.0,54.0,32.0,25.0,12.0,9.0,4.0,5.0,0.0,3.0,64.0,39.0,24.0,11.0,9.0,11.0,15.0,2
2017-0806,Toronto,Hard,64,I,20170807,286,201594,2.0,,Simona Halep,R,168.0,ROU,25.86173854,2.0,5830.0,201366,,,Barbora Zahlavova Strycova,R,164.0,CZE,31.36208077,26.0,1725.0,6-1 6-0,3,R16,59.0,0.0,2.0,52.0,36.0,24.0,11.0,7.0,2.0,2.0,2.0,5.0,40.0,27.0,11.0,6.0,6.0,0.0,5.0,2
2017-0806,Toronto,Hard,64,I,20170807,285,201662,1.0,,Karolina Pliskova,R,184.0,CZE,25.3798768,1.0,6751.0,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,26.097193700000002,19.0,2070.0,6-3 6-3,3,R32,,3.0,4.0,52.0,22.0,16.0,10.0,9.0,5.0,9.0,1.0,4.0,49.0,28.0,10.0,7.0,9.0,2.0,9.0,2
2017-0806,Toronto,Hard,64,I,20170807,284,211768,,Q,Naomi Osaka,R,180.0,JPN,19.80835044,50.0,1120.0,201545,15.0,,Anastasija Sevastova,U,169.0,LAT,27.31827515,16.0,2270.0,6-3 6-4,3,R32,,8.0,0.0,61.0,37.0,31.0,12.0,10.0,1.0,2.0,1.0,1.0,59.0,35.0,22.0,11.0,9.0,3.0,6.0,2
2017-0806,Toronto,Hard,64,I,20170807,283,201474,10.0,,Agnieszka Radwanska,R,170.0,POL,28.42162902,10.0,3940.0,201693,,,Timea Babos,R,179.0,HUN,24.24366872,55.0,1082.0,6-0 6-1,3,R32,,4.0,2.0,30.0,19.0,16.0,8.0,6.0,0.0,0.0,3.0,4.0,42.0,23.0,10.0,4.0,7.0,2.0,8.0,2
2017-0806,Toronto,Hard,64,I,20170807,282,201496,6.0,,Caroline Wozniacki,R,177.0,DEN,27.07460643,6.0,4860.0,206420,,Q,Ekaterina Alexandrova,U,,RUS,22.72689938,88.0,684.0,6-3 6-0,3,R32,60.0,3.0,2.0,55.0,40.0,25.0,10.0,8.0,2.0,3.0,1.0,2.0,43.0,25.0,14.0,5.0,7.0,5.0,10.0,2
2017-0806,Toronto,Hard,64,I,20170807,281,201493,3.0,,Angelique Kerber,L,173.0,GER,29.5523614,3.0,5626.0,202499,,Q,Donna Vekic,R,179.0,CRO,21.10882957,51.0,1110.0,6-4 7-6(5),3,R32,,0.0,0.0,65.0,48.0,34.0,14.0,11.0,1.0,2.0,3.0,8.0,87.0,42.0,30.0,23.0,11.0,7.0,9.0,2
