School Year,SRC School ID,School Name,Learning Network,Grade Level,Student Enrollment,ELL Count,ELL Pct,Not ELL Count,Not ELL Pct,IEP Count,IEP Pct,Not IEP Count,Not IEP Pct,Female Count,Female Pct,Male Count,Male Pct,American Indian Count,American Indian Pct,Asian Count,Asian Pct,Black/African American Count,Black/African American Pct,Hispanic Count,Hispanic Pct,Multi-Race Count,Multi-Race Pct,Pacific Islander Count,Pacific Islander Pct,White Count,White Pct,CEP Economically Disadvantaged Rate
2018-2019,136,Morton McMichael School,Acceleration,05,46,0,0.00,46,100.00,12,26.09,34,73.91,25,54.35,21,45.65,0,0.00,0,0.00,45,97.83,0,0.00,1,2.17,0,0.00,0,0.00,.
2018-2019,136,Morton McMichael School,Acceleration,06,28,0,0.00,28,100.00,13,46.43,15,53.57,18,64.29,10,35.71,0,0.00,0,0.00,24,85.71,0,0.00,4,14.29,0,0.00,0,0.00,.
2018-2019,136,Morton McMichael School,Acceleration,07,45,0,0.00,45,100.00,24,53.33,21,46.67,22,48.89,23,51.11,0,0.00,0,0.00,39,86.67,0,0.00,6,13.33,0,0.00,0,0.00,.
2018-2019,136,Morton McMichael School,Acceleration,08,36,1,2.78,35,97.22,17,47.22,19,52.78,14,38.89,22,61.11,0,0.00,0,0.00,30,83.33,1,2.78,5,13.89,0,0.00,0,0.00,.
2018-2019,136,Morton McMichael School,Acceleration,All Grades,358,1,0.28,357,99.72,102,28.49,256,71.51,170,47.49,188,52.51,0,0.00,0,0.00,333,93.02,2,0.56,19,5.31,1,0.28,3,0.84,100.00
2018-2019,137,S. Weir Mitchell School,Acceleration,00,68,0,0.00,68,100.00,3,4.41,65,95.59,33,48.53,35,51.47,1,1.47,0,0.00,63,92.65,0,0.00,3,4.41,0,0.00,1,1.47,.
2018-2019,137,S. Weir Mitchell School,Acceleration,01,56,0,0.00,56,100.00,6,10.71,50,89.29,27,48.21,29,51.79,0,0.00,0,0.00,51,91.07,4,7.14,0,0.00,0,0.00,1,1.79,.
2018-2019,137,S. Weir Mitchell School,Acceleration,02,54,0,0.00,54,100.00,1,1.85,53,98.15,31,57.41,23,42.59,0,0.00,0,0.00,52,96.30,1,1.85,1,1.85,0,0.00,0,0.00,.
2018-2019,137,S. Weir Mitchell School,Acceleration,03,69,0,0.00,69,100.00,4,5.80,65,94.20,41,59.42,28,40.58,0,0.00,0,0.00,69,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,137,S. Weir Mitchell School,Acceleration,04,69,0,0.00,69,100.00,8,11.59,61,88.41,36,52.17,33,47.83,0,0.00,0,0.00,65,94.20,1,1.45,3,4.35,0,0.00,0,0.00,.
2018-2019,137,S. Weir Mitchell School,Acceleration,05,59,0,0.00,59,100.00,7,11.86,52,88.14,27,45.76,32,54.24,1,1.69,0,0.00,54,91.53,0,0.00,3,5.08,0,0.00,1,1.69,.
2018-2019,137,S. Weir Mitchell School,Acceleration,06,75,1,1.33,74,98.67,12,16.00,63,84.00,41,54.67,34,45.33,1,1.33,0,0.00,69,92.00,1,1.33,2,2.67,0,0.00,2,2.67,.
2018-2019,137,S. Weir Mitchell School,Acceleration,07,39,1,2.56,38,97.44,8,20.51,31,79.49,16,41.03,23,58.97,0,0.00,0,0.00,35,89.74,0,0.00,2,5.13,0,0.00,2,5.13,.
2018-2019,137,S. Weir Mitchell School,Acceleration,08,45,2,4.44,43,95.56,6,13.33,39,86.67,25,55.56,20,44.44,0,0.00,1,2.22,43,95.56,0,0.00,1,2.22,0,0.00,0,0.00,.
2018-2019,137,S. Weir Mitchell School,Acceleration,All Grades,534,4,0.75,530,99.25,55,10.30,479,89.70,277,51.87,257,48.13,3,0.56,1,0.19,501,93.82,7,1.31,15,2.81,0,0.00,7,1.31,100.00
2018-2019,138,Thomas G. Morton School,Network 12,00,83,6,7.23,77,92.77,6,7.23,77,92.77,45,54.22,38,45.78,0,0.00,2,2.41,74,89.16,4,4.82,0,0.00,0,0.00,3,3.61,.
2018-2019,138,Thomas G. Morton School,Network 12,01,105,11,10.48,94,89.52,11,10.48,94,89.52,47,44.76,58,55.24,0,0.00,6,5.71,93,88.57,2,1.90,2,1.90,0,0.00,2,1.90,.
2018-2019,138,Thomas G. Morton School,Network 12,02,86,7,8.14,79,91.86,7,8.14,79,91.86,33,38.37,53,61.63,0,0.00,1,1.16,79,91.86,1,1.16,3,3.49,0,0.00,2,2.33,.
2018-2019,138,Thomas G. Morton School,Network 12,03,109,10,9.17,99,90.83,14,12.84,95,87.16,51,46.79,58,53.21,1,0.92,3,2.75,96,88.07,5,4.59,3,2.75,0,0.00,1,0.92,.
2018-2019,138,Thomas G. Morton School,Network 12,04,108,17,15.74,91,84.26,24,22.22,84,77.78,59,54.63,49,45.37,0,0.00,2,1.85,97,89.81,2,1.85,5,4.63,0,0.00,2,1.85,.
2018-2019,138,Thomas G. Morton School,Network 12,05,76,6,7.89,70,92.11,16,21.05,60,78.95,31,40.79,45,59.21,2,2.63,2,2.63,63,82.89,3,3.95,3,3.95,0,0.00,3,3.95,.
2018-2019,138,Thomas G. Morton School,Network 12,All Grades,567,57,10.05,510,89.95,78,13.76,489,86.24,266,46.91,301,53.09,3,0.53,16,2.82,502,88.54,17,3.00,16,2.82,0,0.00,13,2.29,100.00
2018-2019,139,Samuel Powel School,Network 2,00,41,1,2.44,40,97.56,3,7.32,38,92.68,23,56.10,18,43.90,0,0.00,4,9.76,29,70.73,0,0.00,4,9.76,0,0.00,4,9.76,.
2018-2019,139,Samuel Powel School,Network 2,01,54,0,0.00,54,100.00,7,12.96,47,87.04,34,62.96,20,37.04,0,0.00,4,7.41,44,81.48,3,5.56,0,0.00,0,0.00,3,5.56,.
2018-2019,139,Samuel Powel School,Network 2,02,45,0,0.00,45,100.00,5,11.11,40,88.89,18,40.00,27,60.00,0,0.00,0,0.00,35,77.78,1,2.22,4,8.89,0,0.00,5,11.11,.
2018-2019,139,Samuel Powel School,Network 2,03,52,0,0.00,52,100.00,4,7.69,48,92.31,22,42.31,30,57.69,0,0.00,2,3.85,42,80.77,1,1.92,3,5.77,0,0.00,4,7.69,.
2018-2019,139,Samuel Powel School,Network 2,04,52,0,0.00,52,100.00,9,17.31,43,82.69,22,42.31,30,57.69,0,0.00,2,3.85,38,73.08,0,0.00,7,13.46,0,0.00,5,9.62,.
2018-2019,139,Samuel Powel School,Network 2,All Grades,244,1,0.41,243,99.59,28,11.48,216,88.52,119,48.77,125,51.23,0,0.00,12,4.92,188,77.05,5,2.05,18,7.38,0,0.00,21,8.61,95.74
2018-2019,140,John M. Patterson School,Network 10,00,87,2,2.30,85,97.70,0,0.00,87,100.00,46,52.87,41,47.13,0,0.00,3,3.45,81,93.10,1,1.15,0,0.00,0,0.00,2,2.30,.
2018-2019,140,John M. Patterson School,Network 10,01,95,5,5.26,90,94.74,7,7.37,88,92.63,43,45.26,52,54.74,0,0.00,3,3.16,84,88.42,5,5.26,1,1.05,0,0.00,2,2.11,.
2018-2019,140,John M. Patterson School,Network 10,02,115,16,13.91,99,86.09,8,6.96,107,93.04,48,41.74,67,58.26,0,0.00,11,9.57,92,80.00,6,5.22,3,2.61,0,0.00,3,2.61,.
2018-2019,140,John M. Patterson School,Network 10,03,101,11,10.89,90,89.11,9,8.91,92,91.09,43,42.57,58,57.43,0,0.00,7,6.93,80,79.21,2,1.98,10,9.90,0,0.00,2,1.98,.
2018-2019,140,John M. Patterson School,Network 10,04,108,11,10.19,97,89.81,9,8.33,99,91.67,48,44.44,60,55.56,0,0.00,6,5.56,95,87.96,1,0.93,5,4.63,0,0.00,1,0.93,.
2018-2019,140,John M. Patterson School,Network 10,All Grades,506,45,8.89,461,91.11,33,6.52,473,93.48,228,45.06,278,54.94,0,0.00,30,5.93,432,85.38,15,2.96,19,3.75,0,0.00,10,1.98,100.00
2018-2019,141,James Rhoads School,Acceleration,00,65,0,0.00,65,100.00,5,7.69,60,92.31,29,44.62,36,55.38,0,0.00,0,0.00,62,95.38,2,3.08,1,1.54,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,01,60,0,0.00,60,100.00,9,15.00,51,85.00,23,38.33,37,61.67,0,0.00,0,0.00,59,98.33,0,0.00,1,1.67,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,02,61,0,0.00,61,100.00,9,14.75,52,85.25,33,54.10,28,45.90,0,0.00,0,0.00,60,98.36,0,0.00,1,1.64,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,03,74,0,0.00,74,100.00,10,13.51,64,86.49,35,47.30,39,52.70,0,0.00,0,0.00,71,95.95,1,1.35,2,2.70,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,04,52,0,0.00,52,100.00,6,11.54,46,88.46,25,48.08,27,51.92,0,0.00,0,0.00,48,92.31,2,3.85,2,3.85,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,05,46,0,0.00,46,100.00,8,17.39,38,82.61,19,41.30,27,58.70,0,0.00,0,0.00,44,95.65,1,2.17,1,2.17,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,06,61,0,0.00,61,100.00,10,16.39,51,83.61,36,59.02,25,40.98,1,1.64,0,0.00,59,96.72,0,0.00,1,1.64,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,07,40,0,0.00,40,100.00,5,12.50,35,87.50,24,60.00,16,40.00,0,0.00,0,0.00,39,97.50,0,0.00,0,0.00,0,0.00,1,2.50,.
2018-2019,141,James Rhoads School,Acceleration,08,51,0,0.00,51,100.00,10,19.61,41,80.39,28,54.90,23,45.10,0,0.00,0,0.00,49,96.08,2,3.92,0,0.00,0,0.00,0,0.00,.
2018-2019,141,James Rhoads School,Acceleration,All Grades,510,0,0.00,510,100.00,72,14.12,438,85.88,252,49.41,258,50.59,1,0.20,0,0.00,491,96.27,8,1.57,9,1.76,0,0.00,1,0.20,100.00
2018-2019,142,Martha Washington School,Network 2,00,31,0,0.00,31,100.00,2,6.45,29,93.55,9,29.03,22,70.97,0,0.00,0,0.00,30,96.77,0,0.00,1,3.23,0,0.00,0,0.00,.
2018-2019,142,Martha Washington School,Network 2,01,38,1,2.63,37,97.37,9,23.68,29,76.32,21,55.26,17,44.74,0,0.00,0,0.00,36,94.74,1,2.63,0,0.00,0,0.00,1,2.63,.
2018-2019,142,Martha Washington School,Network 2,02,36,0,0.00,36,100.00,10,27.78,26,72.22,19,52.78,17,47.22,0,0.00,0,0.00,31,86.11,1,2.78,3,8.33,0,0.00,1,2.78,.
2018-2019,142,Martha Washington School,Network 2,03,40,1,2.50,39,97.50,12,30.00,28,70.00,20,50.00,20,50.00,0,0.00,0,0.00,36,90.00,1,2.50,3,7.50,0,0.00,0,0.00,.
2018-2019,142,Martha Washington School,Network 2,04,42,0,0.00,42,100.00,13,30.95,29,69.05,18,42.86,24,57.14,1,2.38,0,0.00,38,90.48,0,0.00,3,7.14,0,0.00,0,0.00,.
2018-2019,142,Martha Washington School,Network 2,05,35,0,0.00,35,100.00,13,37.14,22,62.86,16,45.71,19,54.29,0,0.00,0,0.00,31,88.57,0,0.00,3,8.57,0,0.00,1,2.86,.
2018-2019,142,Martha Washington School,Network 2,06,51,0,0.00,51,100.00,20,39.22,31,60.78,21,41.18,30,58.82,0,0.00,0,0.00,37,72.55,2,3.92,11,21.57,0,0.00,1,1.96,.
2018-2019,142,Martha Washington School,Network 2,07,30,0,0.00,30,100.00,13,43.33,17,56.67,13,43.33,17,56.67,0,0.00,0,0.00,24,80.00,0,0.00,5,16.67,0,0.00,1,3.33,.
2018-2019,142,Martha Washington School,Network 2,08,47,0,0.00,47,100.00,12,25.53,35,74.47,17,36.17,30,63.83,0,0.00,0,0.00,39,82.98,2,4.26,4,8.51,0,0.00,2,4.26,.
2018-2019,142,Martha Washington School,Network 2,All Grades,350,2,0.57,348,99.43,104,29.71,246,70.29,154,44.00,196,56.00,1,0.29,0,0.00,302,86.29,7,2.00,33,9.43,0,0.00,7,2.00,100.00
2018-2019,144,Penrose School,Network 10,00,36,6,16.67,30,83.33,5,13.89,31,86.11,16,44.44,20,55.56,1,2.78,3,8.33,29,80.56,1,2.78,0,0.00,0,0.00,2,5.56,.
2018-2019,144,Penrose School,Network 10,01,44,3,6.82,41,93.18,5,11.36,39,88.64,20,45.45,24,54.55,0,0.00,1,2.27,42,95.45,0,0.00,1,2.27,0,0.00,0,0.00,.
2018-2019,144,Penrose School,Network 10,02,51,7,13.73,44,86.27,17,33.33,34,66.67,17,33.33,34,66.67,0,0.00,1,1.96,41,80.39,3,5.88,5,9.80,0,0.00,1,1.96,.
2018-2019,144,Penrose School,Network 10,03,59,7,11.86,52,88.14,11,18.64,48,81.36,28,47.46,31,52.54,1,1.69,2,3.39,50,84.75,1,1.69,5,8.47,0,0.00,0,0.00,.
2018-2019,144,Penrose School,Network 10,04,62,4,6.45,58,93.55,20,32.26,42,67.74,29,46.77,33,53.23,0,0.00,1,1.61,56,90.32,0,0.00,4,6.45,0,0.00,1,1.61,.
2018-2019,144,Penrose School,Network 10,05,56,3,5.36,53,94.64,20,35.71,36,64.29,24,42.86,32,57.14,1,1.79,2,3.57,45,80.36,5,8.93,2,3.57,0,0.00,1,1.79,.
2018-2019,144,Penrose School,Network 10,06,65,3,4.62,62,95.38,18,27.69,47,72.31,39,60.00,26,40.00,0,0.00,1,1.54,49,75.38,0,0.00,12,18.46,0,0.00,3,4.62,.
2018-2019,144,Penrose School,Network 10,07,50,3,6.00,47,94.00,9,18.00,41,82.00,30,60.00,20,40.00,0,0.00,1,2.00,39,78.00,2,4.00,6,12.00,0,0.00,2,4.00,.
2018-2019,144,Penrose School,Network 10,08,58,3,5.17,55,94.83,11,18.97,47,81.03,35,60.34,23,39.66,0,0.00,4,6.90,45,77.59,0,0.00,8,13.79,0,0.00,1,1.72,.
2018-2019,144,Penrose School,Network 10,All Grades,481,39,8.11,442,91.89,116,24.12,365,75.88,238,49.48,243,50.52,3,0.62,16,3.33,396,82.33,12,2.49,43,8.94,0,0.00,11,2.29,100.00
2018-2019,146,Add B. Anderson School,Network 2,00,55,0,0.00,55,100.00,0,0.00,55,100.00,27,49.09,28,50.91,0,0.00,0,0.00,54,98.18,1,1.82,0,0.00,0,0.00,0,0.00,.
2018-2019,146,Add B. Anderson School,Network 2,01,56,0,0.00,56,100.00,5,8.93,51,91.07,22,39.29,34,60.71,0,0.00,0,0.00,56,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,146,Add B. Anderson School,Network 2,02,48,0,0.00,48,100.00,1,2.08,47,97.92,20,41.67,28,58.33,0,0.00,0,0.00,45,93.75,2,4.17,0,0.00,0,0.00,1,2.08,.
2018-2019,146,Add B. Anderson School,Network 2,03,52,0,0.00,52,100.00,5,9.62,47,90.38,22,42.31,30,57.69,0,0.00,0,0.00,49,94.23,2,3.85,1,1.92,0,0.00,0,0.00,.
2018-2019,146,Add B. Anderson School,Network 2,04,58,1,1.72,57,98.28,6,10.34,52,89.66,33,56.90,25,43.10,1,1.72,0,0.00,53,91.38,3,5.17,0,0.00,0,0.00,1,1.72,.
2018-2019,146,Add B. Anderson School,Network 2,05,65,0,0.00,65,100.00,9,13.85,56,86.15,28,43.08,37,56.92,0,0.00,0,0.00,61,93.85,1,1.54,2,3.08,1,1.54,0,0.00,.
2018-2019,146,Add B. Anderson School,Network 2,06,59,0,0.00,59,100.00,7,11.86,52,88.14,30,50.85,29,49.15,1,1.69,0,0.00,56,94.92,0,0.00,1,1.69,0,0.00,1,1.69,.
2018-2019,146,Add B. Anderson School,Network 2,07,45,0,0.00,45,100.00,5,11.11,40,88.89,24,53.33,21,46.67,0,0.00,0,0.00,45,100.00,0,0.00,0,0.00,0,0.00,0,0.00,.
2018-2019,146,Add B. Anderson School,Network 2,08,43,0,0.00,43,100.00,10,23.26,33,76.74,22,51.16,21,48.84,0,0.00,0,0.00,42,97.67,0,0.00,1,2.33,0,0.00,0,0.00,.
2018-2019,146,Add B. Anderson School,Network 2,All Grades,481,1,0.21,480,99.79,48,9.98,433,90.02,228,47.40,253,52.60,2,0.42,0,0.00,461,95.84,9,1.87,5,1.04,1,0.21,3,0.62,100.00
2018-2019,147,Alain Locke School,Network 2,00,65,1,1.54,64,98.46,7,10.77,58,89.23,34,52.31,31,47.69,2,3.08,3,4.62,57,87.69,1,1.54,1,1.54,0,0.00,1,1.54,.
2018-2019,147,Alain Locke School,Network 2,01,55,3,5.45,52,94.55,11,20.00,44,80.00,24,43.64,31,56.36,0,0.00,2,3.64,47,85.45,2,3.64,1,1.82,0,0.00,3,5.45,.
2018-2019,147,Alain Locke School,Network 2,02,50,7,14.00,43,86.00,6,12.00,44,88.00,23,46.00,27,54.00,0,0.00,3,6.00,42,84.00,2,4.00,2,4.00,0,0.00,1,2.00,.
2018-2019,147,Alain Locke School,Network 2,03,47,4,8.51,43,91.49,16,34.04,31,65.96,20,42.55,27,57.45,1,2.13,4,8.51,36,76.60,3,6.38,3,6.38,0,0.00,0,0.00,.
2018-2019,147,Alain Locke School,Network 2,04,43,2,4.65,41,95.35,8,18.60,35,81.40,26,60.47,17,39.53,0,0.00,1,2.33,36,83.72,3,6.98,2,4.65,0,0.00,1,2.33,.
2018-2019,147,Alain Locke School,Network 2,05,40,2,5.00,38,95.00,13,32.50,27,67.50,18,45.00,22,55.00,0,0.00,2,5.00,34,85.00,3,7.50,1,2.50,0,0.00,0,0.00,.
2018-2019,147,Alain Locke School,Network 2,06,43,4,9.30,39,90.70,9,20.93,34,79.07,18,41.86,25,58.14,0,0.00,1,2.33,37,86.05,2,4.65,3,6.98,0,0.00,0,0.00,.
2018-2019,147,Alain Locke School,Network 2,07,51,7,13.73,44,86.27,9,17.65,42,82.35,28,54.90,23,45.10,0,0.00,4,7.84,43,84.31,1,1.96,2,3.92,0,0.00,1,1.96,.
2018-2019,147,Alain Locke School,Network 2,08,46,2,4.35,44,95.65,12,26.09,34,73.91,28,60.87,18,39.13,0,0.00,0,0.00,38,82.61,2,4.35,6,13.04,0,0.00,0,0.00,.
2018-2019,147,Alain Locke School,Network 2,All Grades,440,32,7.27,408,92.73,91,20.68,349,79.32,219,49.77,221,50.23,3,0.68,20,4.55,370,84.09,19,4.32,21,4.77,0,0.00,7,1.59,100.00
2018-2019,149,Rudolph Blankenburg School,Acceleration,00,45,0,0.00,45,100.00,2,4.44,43,95.56,18,40.00,27,60.00,0,0.00,0,0.00,43,95.56,2,4.44,0,0.00,0,0.00,0,0.00,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,01,55,0,0.00,55,100.00,3,5.45,52,94.55,26,47.27,29,52.73,0,0.00,0,0.00,54,98.18,0,0.00,1,1.82,0,0.00,0,0.00,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,02,52,0,0.00,52,100.00,2,3.85,50,96.15,23,44.23,29,55.77,0,0.00,0,0.00,49,94.23,3,5.77,0,0.00,0,0.00,0,0.00,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,03,36,0,0.00,36,100.00,1,2.78,35,97.22,16,44.44,20,55.56,0,0.00,0,0.00,31,86.11,2,5.56,2,5.56,0,0.00,1,2.78,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,04,57,0,0.00,57,100.00,14,24.56,43,75.44,26,45.61,31,54.39,0,0.00,0,0.00,52,91.23,1,1.75,4,7.02,0,0.00,0,0.00,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,05,50,0,0.00,50,100.00,15,30.00,35,70.00,24,48.00,26,52.00,0,0.00,0,0.00,44,88.00,2,4.00,3,6.00,0,0.00,1,2.00,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,06,47,0,0.00,47,100.00,18,38.30,29,61.70,17,36.17,30,63.83,0,0.00,0,0.00,46,97.87,0,0.00,0,0.00,0,0.00,1,2.13,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,07,40,0,0.00,40,100.00,9,22.50,31,77.50,15,37.50,25,62.50,0,0.00,0,0.00,37,92.50,0,0.00,2,5.00,0,0.00,1,2.50,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,08,40,0,0.00,40,100.00,10,25.00,30,75.00,20,50.00,20,50.00,0,0.00,0,0.00,37,92.50,1,2.50,0,0.00,0,0.00,2,5.00,.
2018-2019,149,Rudolph Blankenburg School,Acceleration,All Grades,422,0,0.00,422,100.00,74,17.54,348,82.46,185,43.84,237,56.16,0,0.00,0,0.00,393,93.13,11,2.61,12,2.84,0,0.00,6,1.42,100.00
2018-2019,158,Middle Years Alternative School,Network 2,05,26,3,11.54,23,88.46,4,15.38,22,84.62,5,19.23,21,80.77,0,0.00,2,7.69,21,80.77,1,3.85,1,3.85,0,0.00,1,3.85,.
2018-2019,158,Middle Years Alternative School,Network 2,06,87,9,10.34,78,89.66,10,11.49,77,88.51,47,54.02,40,45.98,1,1.15,10,11.49,71,81.61,1,1.15,3,3.45,0,0.00,1,1.15,.
2018-2019,158,Middle Years Alternative School,Network 2,07,83,11,13.25,72,86.75,15,18.07,68,81.93,42,50.60,41,49.40,0,0.00,9,10.84,66,79.52,4,4.82,3,3.61,0,0.00,1,1.20,.
2018-2019,158,Middle Years Alternative School,Network 2,08,76,4,5.26,72,94.74,8,10.53,68,89.47,47,61.84,29,38.16,0,0.00,5,6.58,67,88.16,1,1.32,3,3.95,0,0.00,0,0.00,.
2018-2019,158,Middle Years Alternative School,Network 2,All Grades,272,27,9.93,245,90.07,37,13.60,235,86.40,141,51.84,131,48.16,1,0.37,26,9.56,225,82.72,7,2.57,10,3.68,0,0.00,3,1.10,100.00
2018-2019,200,South Philadelphia High School,Network 13,09,165,38,23.03,127,76.97,54,32.73,111,67.27,59,35.76,106,64.24,0,0.00,20,12.12,101,61.21,20,12.12,11,6.67,0,0.00,13,7.88,.
2018-2019,200,South Philadelphia High School,Network 13,10,168,33,19.64,135,80.36,43,25.60,125,74.40,69,41.07,99,58.93,0,0.00,23,13.69,89,52.98,29,17.26,12,7.14,0,0.00,15,8.93,.
2018-2019,200,South Philadelphia High School,Network 13,11,149,41,27.52,108,72.48,47,31.54,102,68.46,61,40.94,88,59.06,0,0.00,21,14.09,85,57.05,26,17.45,5,3.36,0,0.00,12,8.05,.
2018-2019,200,South Philadelphia High School,Network 13,12,135,39,28.89,96,71.11,61,45.19,74,54.81,49,36.30,86,63.70,0,0.00,27,20.00,67,49.63,18,13.33,2,1.48,0,0.00,21,15.56,.
2018-2019,200,South Philadelphia High School,Network 13,All Grades,617,151,24.47,466,75.53,205,33.23,412,66.77,238,38.57,379,61.43,0,0.00,91,14.75,342,55.43,93,15.07,30,4.86,0,0.00,61,9.89,100.00
2018-2019,201,Benjamin Franklin High School,Network 3,09,144,11,7.64,133,92.36,63,43.75,81,56.25,49,34.03,95,65.97,0,0.00,6,4.17,112,77.78,15,10.42,8,5.56,0,0.00,3,2.08,.
2018-2019,201,Benjamin Franklin High School,Network 3,10,101,4,3.96,97,96.04,34,33.66,67,66.34,30,29.70,71,70.30,0,0.00,1,0.99,88,87.13,7,6.93,2,1.98,0,0.00,3,2.97,.
2018-2019,201,Benjamin Franklin High School,Network 3,11,93,9,9.68,84,90.32,33,35.48,60,64.52,41,44.09,52,55.91,0,0.00,2,2.15,81,87.10,5,5.38,1,1.08,0,0.00,4,4.30,.
2018-2019,201,Benjamin Franklin High School,Network 3,12,87,10,11.49,77,88.51,28,32.18,59,67.82,38,43.68,49,56.32,0,0.00,7,8.05,71,81.61,5,5.75,1,1.15,0,0.00,3,3.45,.
2018-2019,201,Benjamin Franklin High School,Network 3,All Grades,425,34,8.00,391,92.00,158,37.18,267,62.82,158,37.18,267,62.82,0,0.00,16,3.76,352,82.82,32,7.53,12,2.82,0,0.00,13,3.06,100.00
2018-2019,202,High School for Creative and Performing Arts School,Network 1,09,200,4,2.00,196,98.00,7,3.50,193,96.50,142,71.00,58,29.00,1,0.50,13,6.50,92,46.00,26,13.00,5,2.50,0,0.00,63,31.50,.
2018-2019,202,High School for Creative and Performing Arts School,Network 1,10,183,1,0.55,182,99.45,8,4.37,175,95.63,135,73.77,48,26.23,0,0.00,9,4.92,107,58.47,20,10.93,7,3.83,1,0.55,39,21.31,.
2018-2019,202,High School for Creative and Performing Arts School,Network 1,11,180,2,1.11,178,98.89,10,5.56,170,94.44,131,72.78,49,27.22,0,0.00,12,6.67,107,59.44,14,7.78,4,2.22,0,0.00,43,23.89,.
2018-2019,202,High School for Creative and Performing Arts School,Network 1,12,184,2,1.09,182,98.91,15,8.15,169,91.85,131,71.20,53,28.80,0,0.00,14,7.61,94,51.09,20,10.87,18,9.78,0,0.00,38,20.65,.
2018-2019,202,High School for Creative and Performing Arts School,Network 1,All Grades,747,9,1.20,738,98.80,40,5.35,707,94.65,539,72.16,208,27.84,1,0.13,48,6.43,400,53.55,80,10.71,34,4.55,1,0.13,183,24.50,64.69
2018-2019,205,Science Leadership Academy Middle School,Innovation,05,86,2,2.33,84,97.67,11,12.79,75,87.21,38,44.19,48,55.81,1,1.16,3,3.49,54,62.79,7,8.14,11,12.79,0,0.00,10,11.63,.
