School Year,SRC School ID,School Name,Learning Network,Grade Level,Student Enrollment,ELL Count,ELL Pct,Not ELL Count,Not ELL Pct,IEP Count,IEP Pct,Not IEP Count,Not IEP Pct,Female Count,Female Pct,Male Count,Male Pct,American Indian Count,American Indian Pct,Asian Count,Asian Pct,Black/African American Count,Black/African American Pct,Hispanic Count,Hispanic Pct,Multi-Race Count,Multi-Race Pct,Pacific Islander Count,Pacific Islander Pct,White Count,White Pct,CEP Economically Disadvantaged Rate
2018-2019,540,Richmond School,Network 5,02,95,9,9.47,86,90.53,12,12.63,83,87.37,43,45.26,52,54.74,0,0.00,1,1.05,28,29.47,22,23.16,6,6.32,0,0.00,38,40.00,.
2018-2019,540,Richmond School,Network 5,03,91,8,8.79,83,91.21,14,15.38,77,84.62,43,47.25,48,52.75,0,0.00,1,1.10,16,17.58,23,25.27,12,13.19,0,0.00,39,42.86,.
2018-2019,540,Richmond School,Network 5,04,98,5,5.10,93,94.90,15,15.31,83,84.69,41,41.84,57,58.16,0,0.00,1,1.02,22,22.45,29,29.59,9,9.18,0,0.00,37,37.76,.
2018-2019,540,Richmond School,Network 5,05,81,7,8.64,74,91.36,9,11.11,72,88.89,45,55.56,36,44.44,0,0.00,1,1.23,13,16.05,27,33.33,7,8.64,0,0.00,33,40.74,.
2018-2019,540,Richmond School,Network 5,All Grades,533,45,8.44,488,91.56,69,12.95,464,87.05,242,45.40,291,54.60,0,0.00,8,1.50,102,19.14,170,31.89,46,8.63,0,0.00,207,38.84,100.00
2018-2019,541,Isaac A. Sheppard School,Network 4,00,41,6,14.63,35,85.37,1,2.44,40,97.56,26,63.41,15,36.59,0,0.00,0,0.00,4,9.76,35,85.37,1,2.44,0,0.00,1,2.44,.
2018-2019,541,Isaac A. Sheppard School,Network 4,01,39,10,25.64,29,74.36,3,7.69,36,92.31,19,48.72,20,51.28,0,0.00,0,0.00,6,15.38,29,74.36,4,10.26,0,0.00,0,0.00,.
2018-2019,541,Isaac A. Sheppard School,Network 4,02,29,10,34.48,19,65.52,8,27.59,21,72.41,17,58.62,12,41.38,0,0.00,0,0.00,4,13.79,21,72.41,3,10.34,0,0.00,1,3.45,.
2018-2019,541,Isaac A. Sheppard School,Network 4,03,28,11,39.29,17,60.71,3,10.71,25,89.29,17,60.71,11,39.29,0,0.00,0,0.00,0,0.00,28,100.00,0,0.00,0,0.00,0,0.00,.
2018-2019,541,Isaac A. Sheppard School,Network 4,04,33,11,33.33,22,66.67,4,12.12,29,87.88,16,48.48,17,51.52,0,0.00,0,0.00,4,12.12,27,81.82,2,6.06,0,0.00,0,0.00,.
2018-2019,541,Isaac A. Sheppard School,Network 4,All Grades,170,48,28.24,122,71.76,19,11.18,151,88.82,95,55.88,75,44.12,0,0.00,0,0.00,18,10.59,140,82.35,10,5.88,0,0.00,2,1.18,100.00
2018-2019,542,John Welsh School,Network 5,00,50,4,8.00,46,92.00,0,0.00,50,100.00,26,52.00,24,48.00,0,0.00,0,0.00,16,32.00,26,52.00,8,16.00,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,01,29,6,20.69,23,79.31,6,20.69,23,79.31,11,37.93,18,62.07,0,0.00,0,0.00,7,24.14,21,72.41,1,3.45,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,02,36,3,8.33,33,91.67,7,19.44,29,80.56,15,41.67,21,58.33,0,0.00,0,0.00,13,36.11,18,50.00,5,13.89,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,03,45,5,11.11,40,88.89,10,22.22,35,77.78,26,57.78,19,42.22,1,2.22,0,0.00,14,31.11,26,57.78,4,8.89,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,04,42,9,21.43,33,78.57,10,23.81,32,76.19,22,52.38,20,47.62,0,0.00,0,0.00,17,40.48,21,50.00,4,9.52,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,05,48,5,10.42,43,89.58,13,27.08,35,72.92,28,58.33,20,41.67,0,0.00,0,0.00,17,35.42,27,56.25,2,4.17,0,0.00,2,4.17,.
2018-2019,542,John Welsh School,Network 5,06,39,9,23.08,30,76.92,8,20.51,31,79.49,20,51.28,19,48.72,0,0.00,1,2.56,10,25.64,24,61.54,4,10.26,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,07,36,8,22.22,28,77.78,5,13.89,31,86.11,17,47.22,19,52.78,0,0.00,0,0.00,13,36.11,22,61.11,1,2.78,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,08,41,8,19.51,33,80.49,4,9.76,37,90.24,23,56.10,18,43.90,0,0.00,1,2.44,18,43.90,21,51.22,1,2.44,0,0.00,0,0.00,.
2018-2019,542,John Welsh School,Network 5,All Grades,366,57,15.57,309,84.43,63,17.21,303,82.79,188,51.37,178,48.63,1,0.27,2,0.55,125,34.15,206,56.28,30,8.20,0,0.00,2,0.55,100.00
2018-2019,543,Alternative Middle Years at James Martin,Network 9,06,144,5,3.47,139,96.53,17,11.81,127,88.19,69,47.92,75,52.08,0,0.00,0,0.00,30,20.83,41,28.47,17,11.81,0,0.00,56,38.89,.
2018-2019,543,Alternative Middle Years at James Martin,Network 9,07,144,2,1.39,142,98.61,26,18.06,118,81.94,64,44.44,80,55.56,0,0.00,1,0.69,25,17.36,33,22.92,17,11.81,0,0.00,68,47.22,.
2018-2019,543,Alternative Middle Years at James Martin,Network 9,08,148,4,2.70,144,97.30,31,20.95,117,79.05,65,43.92,83,56.08,1,0.68,3,2.03,35,23.65,26,17.57,21,14.19,0,0.00,62,41.89,.
2018-2019,543,Alternative Middle Years at James Martin,Network 9,All Grades,436,11,2.52,425,97.48,74,16.97,362,83.03,198,45.41,238,54.59,1,0.23,4,0.92,90,20.64,100,22.94,55,12.61,0,0.00,186,42.66,100.00
2018-2019,544,Frances E. Willard School,Network 5,00,149,15,10.07,134,89.93,10,6.71,139,93.29,64,42.95,85,57.05,0,0.00,2,1.34,40,26.85,86,57.72,6,4.03,0,0.00,15,10.07,.
2018-2019,544,Frances E. Willard School,Network 5,01,146,9,6.16,137,93.84,20,13.70,126,86.30,68,46.58,78,53.42,0,0.00,1,0.68,50,34.25,64,43.84,10,6.85,0,0.00,21,14.38,.
2018-2019,544,Frances E. Willard School,Network 5,02,144,17,11.81,127,88.19,18,12.50,126,87.50,73,50.69,71,49.31,2,1.39,0,0.00,44,30.56,70,48.61,16,11.11,1,0.69,11,7.64,.
2018-2019,544,Frances E. Willard School,Network 5,03,127,18,14.17,109,85.83,25,19.69,102,80.31,55,43.31,72,56.69,0,0.00,1,0.79,33,25.98,67,52.76,16,12.60,0,0.00,10,7.87,.
2018-2019,544,Frances E. Willard School,Network 5,04,139,15,10.79,124,89.21,27,19.42,112,80.58,64,46.04,75,53.96,1,0.72,0,0.00,36,25.90,73,52.52,17,12.23,0,0.00,12,8.63,.
2018-2019,544,Frances E. Willard School,Network 5,All Grades,705,74,10.50,631,89.50,100,14.18,605,85.82,324,45.96,381,54.04,3,0.43,4,0.57,203,28.79,360,51.06,65,9.22,1,0.14,69,9.79,100.00
2018-2019,547,William Cramp School,Network 11,00,60,16,26.67,44,73.33,6,10.00,54,90.00,29,48.33,31,51.67,0,0.00,0,0.00,7,11.67,51,85.00,1,1.67,0,0.00,1,1.67,.
2018-2019,547,William Cramp School,Network 11,01,91,14,15.38,77,84.62,12,13.19,79,86.81,45,49.45,46,50.55,0,0.00,0,0.00,12,13.19,64,70.33,7,7.69,0,0.00,8,8.79,.
2018-2019,547,William Cramp School,Network 11,02,83,27,32.53,56,67.47,14,16.87,69,83.13,36,43.37,47,56.63,0,0.00,1,1.20,17,20.48,59,71.08,5,6.02,0,0.00,1,1.20,.
2018-2019,547,William Cramp School,Network 11,03,81,15,18.52,66,81.48,12,14.81,69,85.19,40,49.38,41,50.62,0,0.00,0,0.00,11,13.58,57,70.37,9,11.11,0,0.00,4,4.94,.
2018-2019,547,William Cramp School,Network 11,04,91,31,34.07,60,65.93,10,10.99,81,89.01,43,47.25,48,52.75,0,0.00,1,1.10,15,16.48,67,73.63,8,8.79,0,0.00,0,0.00,.
2018-2019,547,William Cramp School,Network 11,05,85,20,23.53,65,76.47,16,18.82,69,81.18,42,49.41,43,50.59,0,0.00,0,0.00,12,14.12,64,75.29,8,9.41,0,0.00,1,1.18,.
2018-2019,547,William Cramp School,Network 11,All Grades,491,123,25.05,368,74.95,70,14.26,421,85.74,235,47.86,256,52.14,0,0.00,2,0.41,74,15.07,362,73.73,38,7.74,0,0.00,15,3.05,100.00
2018-2019,548,General Philip Kearny School,Network 3,00,30,0,0.00,30,100.00,2,6.67,28,93.33,16,53.33,14,46.67,0,0.00,0,0.00,27,90.00,2,6.67,1,3.33,0,0.00,0,0.00,.
2018-2019,548,General Philip Kearny School,Network 3,01,40,0,0.00,40,100.00,8,20.00,32,80.00,16,40.00,24,60.00,0,0.00,0,0.00,31,77.50,2,5.00,7,17.50,0,0.00,0,0.00,.
2018-2019,548,General Philip Kearny School,Network 3,02,33,1,3.03,32,96.97,5,15.15,28,84.85,18,54.55,15,45.45,0,0.00,0,0.00,23,69.70,5,15.15,4,12.12,0,0.00,1,3.03,.
2018-2019,548,General Philip Kearny School,Network 3,03,31,0,0.00,31,100.00,7,22.58,24,77.42,14,45.16,17,54.84,0,0.00,0,0.00,27,87.10,0,0.00,3,9.68,0,0.00,1,3.23,.
2018-2019,548,General Philip Kearny School,Network 3,04,32,0,0.00,32,100.00,5,15.63,27,84.38,10,31.25,22,68.75,0,0.00,1,3.13,26,81.25,2,6.25,3,9.38,0,0.00,0,0.00,.
2018-2019,548,General Philip Kearny School,Network 3,05,30,1,3.33,29,96.67,3,10.00,27,90.00,17,56.67,13,43.33,0,0.00,0,0.00,26,86.67,1,3.33,3,10.00,0,0.00,0,0.00,.
2018-2019,548,General Philip Kearny School,Network 3,06,39,0,0.00,39,100.00,9,23.08,30,76.92,20,51.28,19,48.72,0,0.00,1,2.56,35,89.74,0,0.00,3,7.69,0,0.00,0,0.00,.
2018-2019,548,General Philip Kearny School,Network 3,07,31,0,0.00,31,100.00,8,25.81,23,74.19,14,45.16,17,54.84,0,0.00,1,3.23,27,87.10,0,0.00,3,9.68,0,0.00,0,0.00,.
2018-2019,548,General Philip Kearny School,Network 3,08,28,0,0.00,28,100.00,8,28.57,20,71.43,15,53.57,13,46.43,0,0.00,0,0.00,25,89.29,0,0.00,1,3.57,0,0.00,2,7.14,.
2018-2019,548,General Philip Kearny School,Network 3,All Grades,294,2,0.68,292,99.32,55,18.71,239,81.29,140,47.62,154,52.38,0,0.00,3,1.02,247,84.01,12,4.08,28,9.52,0,0.00,4,1.36,100.00
2018-2019,549,Cayuga School,Network 11,00,71,5,7.04,66,92.96,7,9.86,64,90.14,22,30.99,49,69.01,0,0.00,0,0.00,18,25.35,47,66.20,6,8.45,0,0.00,0,0.00,.
2018-2019,549,Cayuga School,Network 11,01,94,15,15.96,79,84.04,11,11.70,83,88.30,48,51.06,46,48.94,0,0.00,0,0.00,24,25.53,67,71.28,2,2.13,0,0.00,1,1.06,.
2018-2019,549,Cayuga School,Network 11,02,71,11,15.49,60,84.51,10,14.08,61,85.92,28,39.44,43,60.56,0,0.00,0,0.00,16,22.54,45,63.38,1,1.41,0,0.00,9,12.68,.
2018-2019,549,Cayuga School,Network 11,03,77,24,31.17,53,68.83,7,9.09,70,90.91,37,48.05,40,51.95,0,0.00,2,2.60,20,25.97,50,64.94,5,6.49,0,0.00,0,0.00,.
2018-2019,549,Cayuga School,Network 11,04,72,19,26.39,53,73.61,8,11.11,64,88.89,33,45.83,39,54.17,0,0.00,0,0.00,21,29.17,46,63.89,5,6.94,0,0.00,0,0.00,.
2018-2019,549,Cayuga School,Network 11,05,75,16,21.33,59,78.67,16,21.33,59,78.67,39,52.00,36,48.00,0,0.00,0,0.00,16,21.33,50,66.67,8,10.67,0,0.00,1,1.33,.
2018-2019,549,Cayuga School,Network 11,All Grades,460,90,19.57,370,80.43,59,12.83,401,87.17,207,45.00,253,55.00,0,0.00,2,0.43,115,25.00,305,66.30,27,5.87,0,0.00,11,2.39,100.00
2018-2019,550,Thurgood Marshall School,Network 7,00,58,6,10.34,52,89.66,6,10.34,52,89.66,24,41.38,34,58.62,0,0.00,4,6.90,35,60.34,17,29.31,1,1.72,0,0.00,1,1.72,.
2018-2019,550,Thurgood Marshall School,Network 7,01,89,5,5.62,84,94.38,11,12.36,78,87.64,44,49.44,45,50.56,0,0.00,3,3.37,50,56.18,35,39.33,0,0.00,0,0.00,1,1.12,.
2018-2019,550,Thurgood Marshall School,Network 7,02,93,15,16.13,78,83.87,15,16.13,78,83.87,46,49.46,47,50.54,0,0.00,1,1.08,61,65.59,25,26.88,6,6.45,0,0.00,0,0.00,.
2018-2019,550,Thurgood Marshall School,Network 7,03,87,13,14.94,74,85.06,23,26.44,64,73.56,38,43.68,49,56.32,0,0.00,4,4.60,47,54.02,21,24.14,14,16.09,0,0.00,1,1.15,.
2018-2019,550,Thurgood Marshall School,Network 7,04,89,12,13.48,77,86.52,26,29.21,63,70.79,42,47.19,47,52.81,0,0.00,6,6.74,49,55.06,26,29.21,7,7.87,0,0.00,1,1.12,.
2018-2019,550,Thurgood Marshall School,Network 7,05,91,16,17.58,75,82.42,27,29.67,64,70.33,41,45.05,50,54.95,0,0.00,4,4.40,58,63.74,18,19.78,9,9.89,0,0.00,2,2.20,.
2018-2019,550,Thurgood Marshall School,Network 7,06,88,15,17.05,73,82.95,24,27.27,64,72.73,40,45.45,48,54.55,0,0.00,2,2.27,53,60.23,20,22.73,13,14.77,0,0.00,0,0.00,.
2018-2019,550,Thurgood Marshall School,Network 7,07,70,15,21.43,55,78.57,17,24.29,53,75.71,36,51.43,34,48.57,0,0.00,1,1.43,43,61.43,23,32.86,3,4.29,0,0.00,0,0.00,.
2018-2019,550,Thurgood Marshall School,Network 7,08,77,13,16.88,64,83.12,19,24.68,58,75.32,31,40.26,46,59.74,0,0.00,3,3.90,48,62.34,21,27.27,4,5.19,0,0.00,1,1.30,.
2018-2019,550,Thurgood Marshall School,Network 7,All Grades,742,110,14.82,632,85.18,168,22.64,574,77.36,342,46.09,400,53.91,0,0.00,28,3.77,444,59.84,206,27.76,57,7.68,0,0.00,7,0.94,100.00
2018-2019,552,Kensington High School for Creative and Performing Arts,Network 5,09,144,22,15.28,122,84.72,38,26.39,106,73.61,83,57.64,61,42.36,1,0.69,0,0.00,42,29.17,90,62.50,4,2.78,0,0.00,7,4.86,.
2018-2019,552,Kensington High School for Creative and Performing Arts,Network 5,10,141,29,20.57,112,79.43,49,34.75,92,65.25,55,39.01,86,60.99,0,0.00,2,1.42,33,23.40,91,64.54,5,3.55,0,0.00,10,7.09,.
2018-2019,552,Kensington High School for Creative and Performing Arts,Network 5,11,109,21,19.27,88,80.73,33,30.28,76,69.72,48,44.04,61,55.96,0,0.00,0,0.00,32,29.36,69,63.30,2,1.83,0,0.00,6,5.50,.
2018-2019,552,Kensington High School for Creative and Performing Arts,Network 5,12,122,14,11.48,108,88.52,24,19.67,98,80.33,72,59.02,50,40.98,0,0.00,2,1.64,44,36.07,64,52.46,2,1.64,0,0.00,10,8.20,.
2018-2019,552,Kensington High School for Creative and Performing Arts,Network 5,All Grades,516,86,16.67,430,83.33,144,27.91,372,72.09,258,50.00,258,50.00,1,0.19,4,0.78,151,29.26,314,60.85,13,2.52,0,0.00,33,6.40,100.00
2018-2019,553,Philip H. Sheridan School,Network 5,00,124,16,12.90,108,87.10,9,7.26,115,92.74,54,43.55,70,56.45,1,0.81,2,1.61,35,28.23,78,62.90,4,3.23,0,0.00,4,3.23,.
2018-2019,553,Philip H. Sheridan School,Network 5,01,126,19,15.08,107,84.92,12,9.52,114,90.48,71,56.35,55,43.65,0,0.00,2,1.59,23,18.25,85,67.46,4,3.17,0,0.00,12,9.52,.
2018-2019,553,Philip H. Sheridan School,Network 5,02,121,23,19.01,98,80.99,15,12.40,106,87.60,63,52.07,58,47.93,1,0.83,0,0.00,38,31.40,72,59.50,9,7.44,0,0.00,1,0.83,.
2018-2019,553,Philip H. Sheridan School,Network 5,03,145,28,19.31,117,80.69,22,15.17,123,84.83,68,46.90,77,53.10,0,0.00,2,1.38,39,26.90,90,62.07,12,8.28,0,0.00,2,1.38,.
2018-2019,553,Philip H. Sheridan School,Network 5,04,128,28,21.88,100,78.13,16,12.50,112,87.50,61,47.66,67,52.34,0,0.00,2,1.56,32,25.00,87,67.97,3,2.34,0,0.00,4,3.13,.
2018-2019,553,Philip H. Sheridan School,Network 5,All Grades,644,114,17.70,530,82.30,74,11.49,570,88.51,317,49.22,327,50.78,2,0.31,8,1.24,167,25.93,412,63.98,32,4.97,0,0.00,23,3.57,100.00
2018-2019,555,Kensington Health Sciences Academy,Network 5,09,125,27,21.60,98,78.40,25,20.00,100,80.00,75,60.00,50,40.00,0,0.00,1,0.80,14,11.20,96,76.80,7,5.60,0,0.00,7,5.60,.
2018-2019,555,Kensington Health Sciences Academy,Network 5,10,107,20,18.69,87,81.31,21,19.63,86,80.37,68,63.55,39,36.45,0,0.00,1,0.93,15,14.02,79,73.83,2,1.87,0,0.00,10,9.35,.
2018-2019,555,Kensington Health Sciences Academy,Network 5,11,124,22,17.74,102,82.26,19,15.32,105,84.68,79,63.71,45,36.29,0,0.00,4,3.23,21,16.94,83,66.94,4,3.23,0,0.00,12,9.68,.
2018-2019,555,Kensington Health Sciences Academy,Network 5,12,101,29,28.71,72,71.29,39,38.61,62,61.39,59,58.42,42,41.58,0,0.00,2,1.98,25,24.75,60,59.41,3,2.97,0,0.00,11,10.89,.
2018-2019,555,Kensington Health Sciences Academy,Network 5,All Grades,457,98,21.44,359,78.56,104,22.76,353,77.24,281,61.49,176,38.51,0,0.00,8,1.75,75,16.41,318,69.58,16,3.50,0,0.00,40,8.75,100.00
2018-2019,556,Spring Garden School,Network 3,00,28,4,14.29,24,85.71,1,3.57,27,96.43,17,60.71,11,39.29,0,0.00,0,0.00,18,64.29,9,32.14,0,0.00,0,0.00,1,3.57,.
2018-2019,556,Spring Garden School,Network 3,01,28,5,17.86,23,82.14,2,7.14,26,92.86,15,53.57,13,46.43,0,0.00,0,0.00,22,78.57,6,21.43,0,0.00,0,0.00,0,0.00,.
2018-2019,556,Spring Garden School,Network 3,02,23,7,30.43,16,69.57,0,0.00,23,100.00,11,47.83,12,52.17,0,0.00,1,4.35,16,69.57,6,26.09,0,0.00,0,0.00,0,0.00,.
2018-2019,556,Spring Garden School,Network 3,03,33,5,15.15,28,84.85,0,0.00,33,100.00,23,69.70,10,30.30,0,0.00,0,0.00,22,66.67,10,30.30,0,0.00,0,0.00,1,3.03,.
2018-2019,556,Spring Garden School,Network 3,04,29,5,17.24,24,82.76,2,6.90,27,93.10,14,48.28,15,51.72,0,0.00,0,0.00,20,68.97,7,24.14,1,3.45,0,0.00,1,3.45,.
2018-2019,556,Spring Garden School,Network 3,05,31,4,12.90,27,87.10,3,9.68,28,90.32,18,58.06,13,41.94,0,0.00,1,3.23,17,54.84,12,38.71,1,3.23,0,0.00,0,0.00,.
2018-2019,556,Spring Garden School,Network 3,06,32,7,21.88,25,78.13,5,15.63,27,84.38,13,40.63,19,59.38,0,0.00,1,3.13,23,71.88,7,21.88,1,3.13,0,0.00,0,0.00,.
2018-2019,556,Spring Garden School,Network 3,07,28,2,7.14,26,92.86,4,14.29,24,85.71,11,39.29,17,60.71,0,0.00,1,3.57,22,78.57,4,14.29,0,0.00,0,0.00,1,3.57,.
2018-2019,556,Spring Garden School,Network 3,08,24,2,8.33,22,91.67,2,8.33,22,91.67,16,66.67,8,33.33,0,0.00,0,0.00,22,91.67,2,8.33,0,0.00,0,0.00,0,0.00,.
2018-2019,556,Spring Garden School,Network 3,All Grades,256,41,16.02,215,83.98,19,7.42,237,92.58,138,53.91,118,46.09,0,0.00,4,1.56,182,71.09,63,24.61,3,1.17,0,0.00,4,1.56,100.00
2018-2019,559,John H. Webster School,Network 5,00,119,6,5.04,113,94.96,8,6.72,111,93.28,65,54.62,54,45.38,0,0.00,0,0.00,27,22.69,70,58.82,8,6.72,0,0.00,14,11.76,.
2018-2019,559,John H. Webster School,Network 5,01,122,4,3.28,118,96.72,17,13.93,105,86.07,67,54.92,55,45.08,0,0.00,2,1.64,42,34.43,55,45.08,10,8.20,0,0.00,13,10.66,.
2018-2019,559,John H. Webster School,Network 5,02,114,9,7.89,105,92.11,20,17.54,94,82.46,47,41.23,67,58.77,1,0.88,3,2.63,38,33.33,57,50.00,4,3.51,0,0.00,11,9.65,.
2018-2019,559,John H. Webster School,Network 5,03,125,10,8.00,115,92.00,21,16.80,104,83.20,59,47.20,66,52.80,0,0.00,1,0.80,40,32.00,67,53.60,7,5.60,0,0.00,10,8.00,.
2018-2019,559,John H. Webster School,Network 5,04,129,20,15.50,109,84.50,29,22.48,100,77.52,70,54.26,59,45.74,0,0.00,1,0.78,42,32.56,71,55.04,8,6.20,0,0.00,7,5.43,.
2018-2019,559,John H. Webster School,Network 5,05,140,15,10.71,125,89.29,30,21.43,110,78.57,61,43.57,79,56.43,0,0.00,0,0.00,39,27.86,69,49.29,16,11.43,0,0.00,16,11.43,.
2018-2019,559,John H. Webster School,Network 5,All Grades,749,64,8.54,685,91.46,125,16.69,624,83.31,369,49.27,380,50.73,1,0.13,7,0.93,228,30.44,389,51.94,53,7.08,0,0.00,71,9.48,100.00
2018-2019,561,Building 21,Innovation,09,100,4,4.00,96,96.00,22,22.00,78,78.00,47,47.00,53,53.00,0,0.00,0,0.00,90,90.00,4,4.00,4,4.00,0,0.00,2,2.00,.
2018-2019,561,Building 21,Innovation,10,92,3,3.26,89,96.74,8,8.70,84,91.30,54,58.70,38,41.30,0,0.00,0,0.00,82,89.13,9,9.78,1,1.09,0,0.00,0,0.00,.
2018-2019,561,Building 21,Innovation,11,69,5,7.25,64,92.75,13,18.84,56,81.16,39,56.52,30,43.48,0,0.00,0,0.00,53,76.81,13,18.84,3,4.35,0,0.00,0,0.00,.
2018-2019,561,Building 21,Innovation,12,73,4,5.48,69,94.52,11,15.07,62,84.93,45,61.64,28,38.36,0,0.00,1,1.37,52,71.23,19,26.03,0,0.00,0,0.00,1,1.37,.
2018-2019,561,Building 21,Innovation,All Grades,334,16,4.79,318,95.21,54,16.17,280,83.83,185,55.39,149,44.61,0,0.00,1,0.30,277,82.93,45,13.47,8,2.40,0,0.00,3,0.90,100.00
2018-2019,562,The U School,Innovation,09,66,4,6.06,62,93.94,14,21.21,52,78.79,28,42.42,38,57.58,1,1.52,0,0.00,45,68.18,15,22.73,3,4.55,0,0.00,2,3.03,.
2018-2019,562,The U School,Innovation,10,65,1,1.54,64,98.46,8,12.31,57,87.69,39,60.00,26,40.00,0,0.00,1,1.54,49,75.38,12,18.46,2,3.08,0,0.00,1,1.54,.
2018-2019,562,The U School,Innovation,11,66,3,4.55,63,95.45,20,30.30,46,69.70,36,54.55,30,45.45,1,1.52,0,0.00,49,74.24,11,16.67,2,3.03,0,0.00,3,4.55,.
2018-2019,562,The U School,Innovation,12,58,2,3.45,56,96.55,14,24.14,44,75.86,31,53.45,27,46.55,0,0.00,0,0.00,47,81.03,9,15.52,1,1.72,0,0.00,1,1.72,.
2018-2019,562,The U School,Innovation,All Grades,255,10,3.92,245,96.08,56,21.96,199,78.04,134,52.55,121,47.45,2,0.78,1,0.39,190,74.51,47,18.43,8,3.14,0,0.00,7,2.75,100.00
2018-2019,566,The LINC,Innovation,09,74,11,14.86,63,85.14,5,6.76,69,93.24,39,52.70,35,47.30,0,0.00,0,0.00,21,28.38,51,68.92,2,2.70,0,0.00,0,0.00,.
2018-2019,566,The LINC,Innovation,10,66,12,18.18,54,81.82,13,19.70,53,80.30,27,40.91,39,59.09,1,1.52,0,0.00,20,30.30,41,62.12,2,3.03,0,0.00,2,3.03,.
2018-2019,566,The LINC,Innovation,11,48,9,18.75,39,81.25,5,10.42,43,89.58,21,43.75,27,56.25,0,0.00,1,2.08,21,43.75,25,52.08,1,2.08,0,0.00,0,0.00,.
2018-2019,566,The LINC,Innovation,12,51,12,23.53,39,76.47,10,19.61,41,80.39,23,45.10,28,54.90,0,0.00,0,0.00,16,31.37,34,66.67,1,1.96,0,0.00,0,0.00,.
2018-2019,566,The LINC,Innovation,All Grades,239,44,18.41,195,81.59,33,13.81,206,86.19,110,46.03,129,53.97,1,0.42,1,0.42,78,32.64,151,63.18,6,2.51,0,0.00,2,0.84,100.00
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,00,74,5,6.76,69,93.24,1,1.35,73,98.65,36,48.65,38,51.35,0,0.00,0,0.00,10,13.51,63,85.14,1,1.35,0,0.00,0,0.00,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,01,61,6,9.84,55,90.16,4,6.56,57,93.44,27,44.26,34,55.74,0,0.00,0,0.00,12,19.67,49,80.33,0,0.00,0,0.00,0,0.00,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,02,66,26,39.39,40,60.61,4,6.06,62,93.94,39,59.09,27,40.91,0,0.00,0,0.00,6,9.09,59,89.39,0,0.00,0,0.00,1,1.52,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,03,64,12,18.75,52,81.25,1,1.56,63,98.44,33,51.56,31,48.44,0,0.00,0,0.00,12,18.75,48,75.00,4,6.25,0,0.00,0,0.00,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,04,80,15,18.75,65,81.25,17,21.25,63,78.75,41,51.25,39,48.75,0,0.00,1,1.25,11,13.75,63,78.75,3,3.75,0,0.00,2,2.50,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,05,66,9,13.64,57,86.36,19,28.79,47,71.21,33,50.00,33,50.00,0,0.00,0,0.00,10,15.15,53,80.30,1,1.52,0,0.00,2,3.03,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,06,85,25,29.41,60,70.59,19,22.35,66,77.65,38,44.71,47,55.29,0,0.00,1,1.18,9,10.59,73,85.88,2,2.35,0,0.00,0,0.00,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,07,58,15,25.86,43,74.14,17,29.31,41,70.69,27,46.55,31,53.45,0,0.00,1,1.72,8,13.79,44,75.86,2,3.45,0,0.00,3,5.17,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,08,63,17,26.98,46,73.02,20,31.75,43,68.25,23,36.51,40,63.49,0,0.00,0,0.00,13,20.63,49,77.78,1,1.59,0,0.00,0,0.00,.
2018-2019,568,Honorable Luis Munoz-Marin School,Acceleration,All Grades,617,130,21.07,487,78.93,102,16.53,515,83.47,297,48.14,320,51.86,0,0.00,3,0.49,91,14.75,501,81.20,14,2.27,0,0.00,8,1.30,100.00
2018-2019,570,Kensington High School,Network 5,09,139,26,18.71,113,81.29,40,28.78,99,71.22,37,26.62,102,73.38,0,0.00,1,0.72,49,35.25,80,57.55,4,2.88,0,0.00,5,3.60,.
2018-2019,570,Kensington High School,Network 5,10,165,38,23.03,127,76.97,57,34.55,108,65.45,66,40.00,99,60.00,0,0.00,4,2.42,44,26.67,94,56.97,3,1.82,0,0.00,20,12.12,.
2018-2019,570,Kensington High School,Network 5,11,152,39,25.66,113,74.34,48,31.58,104,68.42,57,37.50,95,62.50,0,0.00,4,2.63,50,32.89,83,54.61,4,2.63,0,0.00,11,7.24,.
2018-2019,570,Kensington High School,Network 5,12,90,13,14.44,77,85.56,28,31.11,62,68.89,31,34.44,59,65.56,0,0.00,0,0.00,22,24.44,62,68.89,1,1.11,0,0.00,5,5.56,.
